FID,OBJECTID,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Leng,Shape_Area,Region_rb,DPA_rb,Start_rb,Cause_rb,County_rb,County2_rb,County3_rb,DPA2_rb,Firefighte,Total_dama,OID_,Fire_rb,Expect_shp,Ranger_rb,Ranger2_rb,Contain_rb,CDFacre_rb,Otherac_rb,Totalac_rb,Veg_rb,Destroyed,Inci_rb,Forest_rb,Damaged,Civilian,Year,NLCD_11,NLCD_21,NLCD_22,NLCD_23,NLCD_24,NLCD_31,NLCD_41,NLCD_42,NLCD_43,NLCD_52,NLCD_71,NLCD_81,NLCD_82,NLCD_90,NLCD_95,NLCD_0,NLCD_12,WUI_area
9418,18948,CA,USF,MDF,TWIN, ,8/5/15,8/6/15,1,No perimeter in this location in GeoMAC. Inci Number Unknown,70.8,67.93939972,1,1,72,4907.740396,274941.1846, , , , , , , , ,0,0,209, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,0,0,66.27367,0,0,0,0,0,0,0,0
9419,18949,CA,USF,MDF,YELLOW, ,7/2/15,7/3/15,1,No perimeter in this location in GeoMAC. Inci Number Unknown,11.2,11.14369965,1,1,24,1628.975236,45096.88367, , , , , , , , ,0,0,210, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,0,0,10.230164,0,0,0,0,0,0,0,0
9420,18950,CA,USF,MDF,WHITE, ,7/21/15,7/23/15,1,No perimeter in this location in GeoMAC. Inci Number Unknown,15.7,15.37779999,6,1,47,997.5697504,62231.93651, , , , , , , , ,0,0,211, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,0.667185,0,5.115082,9.785374,0,0,0,0,0,0,0
9421,18951,CA,USF,LPF,BURSON,59075,9/3/15,9/4/15,2,No perimeter in this location in GeoMAC.,27,18.23940086,1,1,28,2000.106605,73812.14056, , , , , , , , ,0,0,212, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,0.667185,0,12.454113,3.780713,0,0,0.667185,0,0,0,0
9422,18952,CA,USF,LPF,CHORRO,2288,8/2/15,8/11/15,2,VNC inc #008558 ?,282,273.8200073,1,1,23,8217.503852,1108109.865, , , , , , , , ,0,0,213, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,23.796251,0.222395,0,0,0,0,1.556764,0.889579,51.373214,193.261139,0,0,1.334369,0,0,0,0
9423,18953,CA,USF,BDF,SCALES,9583,8/1/15,8/5/15,2, ,36,45.73379898,8,1,65,3812.722074,185078.2559, , , , , , , , ,0,0,214, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,2.446344,0.222395,0,0,0,0,0,0,5.337477,38.919102,0,0,0,0,0,0,0
9425,18955,CA,USF,SRF,BEAR,1488,7/31/15,10/31/15,1,Gasquet Complex #1488. Individual fire inci number unknown,11609,11616.90039,3,1,66,61419.99615,47011847.36, , , , , , , , ,0,0,216, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0.889579,151.895694,1.779159,0.222395,0,5.559872,0.889579,4981.867405,9.340584,229.956292,6229.057817,0,0,0,0,0,0,0
9426,18957,CA,USF,SRF,FEEDER,1488,8/2/15,9/5/15,1,Gasquet Complex #1488  Individual fire inci number unknown,897,897.9920044,3,1,87,9309.788826,3634046.641, , , , , , , , ,0,0,218, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,49.149266,0,0,0,0,0,619.592098,0.222395,1.111974,226.620369,0,0,0,0,0,0,0
9427,18958,CA,USF,SRF,SUMMIT,1488,8/2/15,9/5/15,1,Gasquet Complex #1488  Individual fire inci number unknown,639.5,639.9180298,3,1,85,13273.32388,2589655.38, , , , , , , , ,0,0,219, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,9.785374,0.222395,0,0,0,0,357.388551,0,14.010877,258.20044,0,0,0,0,0,0,0
9428,18959,CA,USF,SRF,PEAK,1488,8/1/15,10/31/15,1,Gasquet Complex #1488  Individual fire inci number unknown,11516,11524.5,3,1,82,88815.63935,46637854.51, , , , , , , , ,0,0,220, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0.44479,142.11032,6.449451,1.334369,0,7.116636,1.111974,4569.992112,8.6734,322.027767,6458.124529,0,0,0,0,0,0,0
9429,18960,CA,USF,SRF,GROVES,2066,7/30/15,10/30/15,1,River Complex #2066. No Contain Date in Firestat,6797.8,6803.029785,3,1,46,52926.61306,27530887.84, , , , , , , , ,0,0,221, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,286.889378,18.458774,0,0,0,0,1982.650235,0.667185,208.606385,4301.783903,0,0,0,0,0,0,0
9430,18961,CA,USF,SRF,EAST,2066,7/30/15,10/30/15,1,River Complex #2066. No Contain Date in Firestat,1529.8,1530.949951,3,1,75,15134.89935,6195554.274, , , , , , , , ,0,0,222, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,358.945315,0,44.478973,1129.988317,0,0,0,0,0,0,0
9431,18964,CA,USF,SRF,LASSICS,1433,7/30/15,9/6/15,1,Mad River Complex #1433.  No Contain Date in Firestat,18178.4,18192,7,1,91,59497.17601,73620549.1, , , , , , , , ,0,0,225, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,744.800408,70.499173,4.670292,0,121.872387,6.004661,7019.671567,8.22861,647.836246,9565.20321,0,0,0,0,0,0,0
9432,18965,CA,USF,SRF,TIERNEY,1476,7/30/15,,1,Route Complex #1476. No Contain Date in Firestat declared out 12-31-15,247.7,247.8910065,7,1,56,7721.260618,1003179.915, , , , , , , , ,0,0,226, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,8.006215,0,0,0,0,0,155.231617,0,15.567641,66.496065,0,0,0,0,0,0,0
9433,18966,CA,USF,SRF,CHANCE,1476,7/30/15,10/30/15,1,Route Complex #1476. No Contain Date in Firestat,160,160.0670013,7,1,89,7311.36237,647766.5795, , , , , , , , ,0,0,227, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,4.003108,0,0,0,0,0,54.931532,0,4.225502,96.519372,0,0,0,0,0,0,0
9434,18967,CA,USF,SRF,BUCK,1476,7/30/15,,1,Route Complex #1476. No Contain Date in Firestat declared out 12-31-15,1420,1420.47998,7,1,92,13714.22098,5748477.206, , , , , , , , ,0,0,228, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,19.125959,0,0,0,0,0,1016.122145,0.222395,100.967269,281.329506,0,0,0,0,0,0,0
9435,18968,CA,USF,SRF,BLAKE,1476,7/30/15,,1,Route Complex #1476. No Contain Date in Firestat declared out 08-06-15,11431,11439.2998,7,1,88,55297.4792,46293008.58, , , , , , , , ,0,0,229, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,488.823917,7.78382,1.556764,0,0,5.337477,4750.576744,90.9595,230.401082,5859.215154,0,0,0,0,0,0,0
9436,18969,CA,USF,SRF,CASTLE 1,2108,7/30/15,10/30/15,1,South Complex #2108. No Contain Date in Firestat,662,662.1589966,7,1,42,10839.99652,2679662.951, , , , , , , , ,0,0,230, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,18.903564,0,0,0,0,0,358.72292,0,13.566087,271.321737,0,0,0,0,0,0,0
9438,18971,CA,USF,SQF,GREY,1950,7/3/15,7/3/15,1, ,12.5,19.44879913,1,1,29,1440.324623,78706.3874, , , , , , , , ,0,0,232, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,15.567641,0,0.667185,2.891133,0,0,0,0,0,0,0
9439,18972,CA,USF,SQF,FISH, ,5/20/15,5/27/15,4,No perimeter in this location in GeoMAC. Inci Number Unknown,20,20.86499977,6,1,9,1154.830058,84437.71884, , , , , , , , ,0,0,233, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0.667185,0.44479,0,0,0,0,0,0,0,19.348353,0,0,0,0,0,0,0
9440,18973,CA,USF,SQF,LIGHTNING, ,7/1/15,7/1/15,9,No perimeter in this location in GeoMAC. Inci Number Unknown,32,31.73200035,6,1,21,1697.136759,128414.9951, , , , , , , , ,0,0,234, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,1.334369,0.44479,0,0,0,0,0,0,4.892687,24.463435,0,0,0,0,0,0,0
9441,18974,CA,USF,SRF,DEVIL, ,6/9/15,6/15/15,1,No perimeter in this location in GeoMAC. Inci Number Unknown,20.1,20.12849998,1,1,8,1287.311508,81457.1901, , , , , , , , ,0,0,235, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,4.003108,5.337477,6.671846,3.558318,0,0,0,0,0,0,0
9442,18975,CA,USF,SRF,PAW,1488,7/31/15,8/4/15,1,GeoMAC says Gasquet Complex #1488  INICWEB does support this idea,10.5,10.23999977,6,1,67,1049.139953,41439.81299, , , , , , , , ,0,0,236, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,1.779159,0.667185,4.225502,3.780713,0,0,0,0,0,0,0
9443,18976,CA,USF,PNF,SPRING GARDEN, ,2/6/15,2/6/15,5,No perimeter in this location in GeoMAC. Inci Number Unknown,0,15.84020042,6,1,4,1257.787691,64102.9502, , , , , , , , ,0,0,237, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,6.004661,0,0.889579,8.895795,0,0,0,0,0,0,0
9444,18977,CA,USF,PNF,WARD,303,6/2/15,,14,No Contain Date in Firestat,137,129.2859955,6,1,11,5738.669477,523200.0097, , , , , , , , ,0,0,238, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,4.892687,0,0,0,0,0,41.365445,0,0,82.508495,0,0,0,0,0,0,0
9445,18978,CA,USF,SHF,PROSPECT,2067,7/30/15,8/22/15,1,GeoMAC says Fork Comlex #2067  Individual fire inci number unknown,20.25,24.27879906,3,1,183,1225.721813,98252.89116, , , , , , , , ,0,0,239, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,4.003108,0,0,0,0,0,11.119743,0.222395,0.889579,8.006215,0,0,0,0,0,0,0
9446,18979,CA,USF,SHF,RASPBERRY,2067,7/30/15,8/18/15,1,GeoMAC says Fork Complex #2067 Individual fire inci number unknown,21.6,39.76300049,3,1,144,1568.676861,160915.0235, , , , , , , , ,0,0,240, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,11.119743,0,0,0,0,0,13.788482,0,3.113528,11.786928,0,0,0,0,0,0,0
9447,18980,CA,USF,SHF,DOG,2067,7/30/15,10/5/15,1,GeoMAC says Fork Comlex #2067  Individual fire inci number unknown,3273,3276.47998,3,1,158,24926.00702,13259453.76, , , , , , , , ,0,0,241, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,220.615708,0.222395,0,0,0,1.111974,492.827024,0,71.388752,2485.707423,0,0,0,0,0,0,0
9448,18981,CA,USF,SHF,BIG FOOT,2067,7/30/15,10/5/15,1,GeoMAC says Fork Comlex #2067  Individual fire inci number unknown,25,25.13739967,3,1,192,1328.996486,101727.398, , , , , , , , ,0,0,242, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,4.892687,0,0,0,0,0,1.334369,0,1.334369,16.679615,0,0,0,0,0,0,0
9449,18982,CA,USF,SHF,DEER SHA,2067,7/30/15,8/18/15,1,GeoMAC says Fork Comlex #2067  Individual fire inci number unknown,9,8.535200119,3,1,137,1089.767743,34540.74138, , , , , , , , ,0,0,243, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,3.558318,0,0,0,0,0,4.670292,0,0,0,0,0,0,0,0,0,0
9450,18983,CA,USF,SHF,TELEPHONE,2067,7/30/15,10/5/15,1,GeoMAC says Fork Comlex #2067  Individual fire inci number unknown,55,54.82920074,3,1,193,2726.395364,221885.8114, , , , , , , , ,0,0,244, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,34.915994,0,2.223949,17.569194,0,0,0,0,0,0,0
9451,18986,CA,USF,SHF,GARDEN,2067,7/30/15,7/30/15,1,GeoMAC says Fork Comlex #2067  Individual fire inci number unknown,0.1,0.031710301,3,1,138,45.698695,128.3269269, , , , , , , , ,0,0,0, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9452,18988,CA,USF,SHF,SHEILL,2067,7/30/15,10/30/15,1,GeoMAC says Fork Comlex #2067  Individual fire inci number unknown,15378,15390.59961,3,1,161,58615.09788,62283745.37, , , , , , , , ,0,0,248, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,727.231214,1.556764,0,0,0,0.44479,3023.013421,8.6734,455.909476,11169.78217,0,0,0,0,0,0,0
9453,18990,CA,USF,SHF,DYER,2066,7/30/15,8/6/15,1,GeoMAC says River Comlex #2066 Individual fire inci number unknown,100,757.9619751,3,1,148,9241.86603,3067362.423, , , , , , , , ,0,0,250, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,25.353015,0,0,0,0,0,192.37156,4.447897,53.152373,483.04165,0,0,0,0,0,0,0
9454,18992,CA,USF,SHF,ROAD,2066,7/30/15,8/7/15,1,GeoMAC says River Comlex #2066 Individual fire inci number unknown,0.25,378.973999,3,1,156,8407.364805,1533651.859, , , , , , , , ,0,0,252, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,3.335923,0,0,0,0,0,75.836649,0,0,298.676306,0,0,0,0,0,0,0
9455,18993,CA,USF,SHF,PANTHER, ,7/30/15,8/9/15,1,GeoMAC says River Complex #2066 & Fork complex 2067,500,128.6909943,3,1,153,4203.013367,520794.1829, , , , , , , , ,0,0,253, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,45.590948,0,0.889579,81.396521,0,0,0,0,0,0,0
9456,18994,CA,USF,SHF,LOOK,2066,7/30/15,7/31/15,1,GeoMAC says River Comlex #2066 Individual fire inci number unknown,7,0.928467989,3,1,155,251.9267455,3757.377969, , , , , , , , ,0,0,254, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,0.889579,0,0,0,0,0,0,0,0,0,0
9457,18995,CA,USF,SHF,HALSEY,2066,7/30/15,8/5/15,1,GeoMAC says River Comlex #2066 Individual fire inci number unknown,0.75,7.228919983,3,1,163,753.8518847,29254.40998, , , , , , , , ,0,0,255, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,4.447897,0,1.556764,2.001554,0,0,0,0,0,0,0
9458,19001,CA,USF,SHF,SPRINGER,2108,7/30/15,8/5/15,1,GeoMAC says South Complex #2108 Individual fire inci number unknown,1,0.489982992,3,1,181,167.382214,1982.890654, , , , , , , , ,0,0,261, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,0.222395,0,0,0,0,0,0,0,0,0,0
9459,19002,CA,USF,SHF,HIDDEN,2108,7/30/15,8/2/15,1,GeoMAC says South Complex #2108 Individual fire inci number unknown,11,11.04559994,3,1,146,1013.981284,44700.13025, , , , , , , , ,0,0,262, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0.889579,0,0,0,0,0,3.113528,0,0,7.116636,0,0,0,0,0,0,0
9460,19003,CA,USF,SHF,MILL,2108,7/30/15,8/30/15,1,GeoMAC says South Complex #2108 Individual fire inci number unknown,25,72.60189819,3,1,184,3390.938967,293809.6189, , , , , , , , ,0,0,263, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,1.779159,0,0,0,0,0,39.363891,0,6.671846,24.463435,0,0,0,0,0,0,0
9461,19004,CA,USF,SHF,YORK,2108,7/30/15,8/30/15,1,GeoMAC says South Complex #2108 Individual fire inci number unknown,316,243.6710052,3,1,164,7010.423995,986099.837, , , , , , , , ,0,0,264, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,13.566087,0,0,0,0,0,132.54734,0,15.122851,81.396521,0,0,0,0,0,0,0
9462,19005,CA,USF,SHF,OLSEN,2108,7/30/15,8/13/15,1,GeoMAC says South Complex #2108 Individual fire inci number unknown,37,400.2009888,3,1,165,8094.545917,1619556.407, , , , , , , , ,0,0,265, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,28.688938,0,0.222395,0,0,0,332.70272,0,1.334369,36.695153,0,0,0,0,0,0,0
9463,19006,CA,USF,SHF,CLARK,2108,7/30/15,8/5/15,1,GeoMAC says South Complex #2108 Individual fire inci number unknown,0.74,675.5579834,3,1,172,9646.390432,2733887.088, , , , , , , , ,0,0,266, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,55.153927,0,0,0,0,0.222395,386.744673,0,2.668738,229.066713,0,0,0,0,0,0,0
9464,19007,CA,USF,SHF,MINERS, ,7/30/15,8/18/15,1,GeoMAC says Fork Complex 2067 and South Complex 2108,124,173.9839935,3,1,170,3708.131989,704088.5195, , , , , , , , ,0,0,267, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,3.558318,0,0,0,0,0,114.533356,0,0.667185,55.821111,0,0,0,0,0,0,0
9465,19008,CA,USF,SHF,MILITARY, ,10/10/15,10/12/15,4,No perimeter in this location in GeoMAC. Inci Number Unknown,52.5,52.8404007,3,1,222,3056.59051,213837.6342, , , , , , , , ,0,0,268, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,9.11819,0,5.337477,37.584732,0,0,0,0,0,0,0
9467,19010,CA,USF,SHF,STEPHENS, ,2/24/15,3/3/15,5,No perimeter in this location in GeoMAC. Inci Number Unknown,209,209.628006,1,1,4,5890.025964,848335.5483, , , , , , , , ,0,0,270, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,11.342138,0,59.824219,138.774397,0,0,0,0,0,0,0
9468,19011,CA,USF,SHF,WATER,2096,8/1/15,8/7/15,1, ,30,35.91600037,1,1,179,2384.51452,145347.1049, , , , , , , , ,0,0,271, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,5.337477,0,0.889579,29.800912,0,0,0,0,0,0,0
9469,19012,CA,USF,LPF,GIBRALTAR,3471,10/29/15,11/4/15,9, ,21,21.05060005,8,1,52,1276.092184,85188.75449, , , , , , , , ,0,0,272, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,3.558318,0,0,0,0,0,4.003108,2.001554,0,10.897348,0,0,0,0,0,0,0
9470,19013,CA,LRA,ORC, , ,7/3/15,7/3/15,11,1900 LAGUNA CANYON RD NEAR DRIVEWAY/CANYON ACRES DR,0,14.13010025,5,1,15065867,1144.694936,57182.3021, , , , , , , , ,0,0,273, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0.222395,0.667185,0,0,0,0,0,0,12.676507,0,0,0,0,0,0,0,0
9471,19014,CA,CCO,ORC, , ,7/13/15,7/14/15,2,NB 241@SANTIAGO CANYON RD NEAR NB 133/HICKS HAUL RD,180,213.5099945,7,1,15069367,6825.666664,864046.276, , , , , , , , ,0,0,274, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,10.897348,4.003108,0,0,0,0,0,0,172.356022,26.909779,0,0,0,0,0,0,0
9472,19016,CA,CDF,HUU,BALD FIRE,3924,6/9/15,6/14/15,1, ,0,26.94750023,1,1, ,1238.261407,109052.6767, , , , , , , , ,0,0,276, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,20.682723,3.113528,3.558318,0.222395,0,0,0,0,0,0,0
9473,19017,CA,CDF,HUU,PINE 1-44,5606,7/30/15,9/8/15,1,HUMBOLDT COMPLEX,0,1773.25,7,1, ,14897.55478,7176074.635, , , , , , , , ,0,0,277, ,1, , , ,0,0,0, ,0, , ,0,0,2015,0,76.948624,4.003108,0.667185,0,0,0.222395,1085.954133,2.223949,113.198987,485.710389,0,0,0,0,0,0,0
9474,19018,CA,CDF,HUU,BLUFORD 1-55,5606,7/30/15,9/8/15,1,HUMBOLDT COMPLEX,0,202.7019958,7,1, ,5335.169554,820304.9361, , , , , , , , ,0,0,278, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,11.119743,0,0,0,0,0,147.225402,1.556764,3.780713,38.696707,0,0,0,0,0,0,0
9475,19019,CA,CDF,HUU,BLOCKSBURG 1-58,5606,7/30/15,9/8/15,1,HUMBOLDT COMPLEX,0,283.8309937,7,1, ,5401.278302,1148623.265, , , , , , , , ,0,0,279, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,3.113528,0,0,0,0,0.889579,175.46955,9.11819,33.80402,60.046614,0,0,0,0,0,0,0
9476,19021,CA,CDF,HUU,STEELHEAD 1-54,5606,7/30/15,9/8/15,1,HUMBOLDT COMPLEX,0,1403.439941,7,1, ,12918.77526,5679534.746, , , , , , , , ,0,0,281, ,1, , , ,0,0,0, ,0, , ,0,0,2015,14.010877,6.227056,0,0,0,18.458774,0.222395,925.38504,42.47742,180.139842,215.278231,0,0,0,0,0,0,0
9477,19022,CA,CDF,HUU,WINCHESTER 1-47,5606,7/30/15,9/8/15,1,HUMBOLDT COMPLEX,0,147.2519989,7,1, ,3219.618845,595907.3041, , , , , , , , ,0,0,282, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,133.43692,0.222395,3.558318,9.340584,0,0,0,0,0,0,0
9478,19023,CA,CDF,HUU,WILDCAT 1-51,5606,7/30/15,9/8/15,1,HUMBOLDT COMPLEX,0,283.2200012,7,1, ,5932.419544,1146150.246, , , , , , , , ,0,0,283, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,5.337477,0,0,0,0,0,203.046513,0,6.004661,68.275224,0,0,0,0,0,0,0
9479,19024,CA,CDF,HUU,HORSE FIRE,6254,8/18/15,10/1/15,14, ,138,145.904007,7,1, ,5529.586035,590453.6127, , , , , , , , ,0,0,284, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,7.339031,0,0,136.995238,0,0,0,0,0,0,0
9480,19025,CA,CDF,HUU,BUCK FIRE,5528,7/28/15,7/30/15,2, ,0,15.85709953,1,1, ,1414.043763,64171.60214, , , , , , , , ,0,0,285, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,1.556764,1.334369,3.335923,8.006215,0.667185,0,0,0,0,0,0,0
9481,19026,CA,CDF,HUU,QUEEN,5420,7/25/15,8/1/15,7, ,0,159.3769989,1,1, ,9617.105601,644977.3558, , , , , , , , ,0,0,286, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0.889579,0,0,0,0,0,50.26124,5.782267,4.670292,97.631346,0,0,0,0,0,0,0
9482,19027,CA,USF,KNF,HOWARDS, ,8/1/15,8/13/15,1,No perimeter in this location in GeoMAC. Inci Number Unknown,25.18,29.5802002,7,1,94,1711.469946,119706.9663, , , , , , , , ,0,0,287, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,2.446344,0,0,0,0,0,22.017092,0,3.780713,1.779159,0,0,0,0,0,0,0
9483,19028,CA,USF,KNF,PRARIE, ,8/20/15,8/22/15,9,No perimeter in this location in GeoMAC. Inci Number Unknown,67.92,67.95410156,1,1,109,2787.550081,275000.4559, , , , , , , , ,0,0,288, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0.667185,0,0,0,0,0,27.354569,0,39.363891,0,0,0,0,0,0,0,0
9484,19029,CA,USF,KNF,DEVIL, ,9/20/15,9/20/15,2,No perimeter in this location in GeoMAC. Inci Number Unknown,13.7,14.40400028,1,1,12,1452.841035,58291.05485, , , , , , , , ,0,0,289, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,0.889579,0,8.6734,2.446344,0,0,0,2.223949,0,0,0
9485,19030,CA,USF,KNF,FIVEMILE,6160,7/30/15,8/11/15,1, ,80,62.0447998,7,1,92,4052.841425,251086.1985, , , , , , , , ,0,0,290, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,14.678061,0,9.340584,37.362338,0,0,0,0,0,0,0
9486,19031,CA,BIA,HIA,DEER HORN 2,15,8/1/15,1/1/15,1,(WFDSS)  15-CA-HIA-000015,0,86.16429901,8,1,15,2843.506092,348694.6011, , , , , , , , ,0,0,291, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,4.670292,0,0,0,0,0,44.701368,0,2.001554,34.471204,0,0,0,0,0,0,0
9489,19037,CA,CCO,VNC,STAFFORD,42893,7/7/14,7/7/14,14,VisiNet 8 acres Federal fire # 573,0,2.321079969,8,1, ,504.2360821,9393.083677, , , , , , , , ,0,0,2012, ,0, , , ,0,0,0, ,0, , ,0,0,2014,0,0,0,0,0,0,0,0,0,2.668738,0,0,0,0,0,0,0,0
9490,19038,CA,CCO,VNC,VICTORIA,31278,5/11/15,5/11/15,14, ,0.4,0.56814301,6,1, ,227.5302498,2299.192187, , , , , , , , ,0,0,295, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44479,0,0,0
9491,19040,CA,CCO,VNC,DOUGH,53877,8/13/15,8/13/15,14,Sketched over walked track,2.18,2.160640001,7,1, ,542.687447,8743.797909, , , , , , , , ,0,0,297, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,0,0,1.111974,0.889579,0,0,0,0,0,0,0
9492,19041,CA,CCO,VNC,FARIA,41643,6/24/15,6/24/15,14,no origin received,0,0.990172029,1,1, ,292.5953589,4007.085448, , , , , , , , ,0,0,298, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0.44479,0.667185,0.222395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9493,19042,CA,CCO,VNC,TOLAND,44425,7/5/15,7/5/15,14, ,2.9,3.032000065,1,1, ,921.4417666,12270.08053, , , , , , , , ,0,0,299, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,3.113528,0,0,0,0,0
9494,19044,CA,CCO,VNC,SOUTH,46505,7/4/15,7/4/15,14, ,0.25,0.260078013,7,1, ,130.0764001,1052.498918, , , , , , , , ,0,0,301, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,0,0,0.222395,0,0,0,0,0,0,0,0
9495,19045,CA,CCO,VNC,MAIN,48569,7/2/15,7/2/15,14, ,0.13,0.135757998,1,1, ,106.0065966,549.3913956, , , , , , , , ,0,0,302, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222395,0,0,0
9496,19046,CA,CCO,VNC,TELEGRAPH,47972,7/28/14,7/28/14,14, ,0.25,0.115543999,1,1, ,90.11011658,467.590106, , , , , , , , ,0,0,2013, ,0, , , ,0,0,0, ,0, , ,0,0,2014,0,0,0,0,0,0,0,0,0,0.222395,0,0,0,0,0,0,0,0
9497,19047,CA,CCO,VNC,BROOKS,47203,7/17/15,7/17/15,14, ,2.28,2.921999931,6,1, ,493.5703682,11824.90721, , , , , , , , ,0,0,303, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0.667185,0,0,0,0,0,0,0,0,0,0,0.222395,0,1.779159,0,0,0
9498,19049,CA,CCO,VNC,SHELL,83451,12/6/15,12/6/15,14, ,2.4,2.424000025,1,1, ,431.5003883,9809.566818, , , , , , , , ,0,0,304, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,0,0,0,1.779159,0.667185,0,0,0,0,0,0
9499,19050,CA,CCO,VNC,ARROYO,89149,12/25/15,12/25/15,14, ,0,0.091173701,1,1, ,69.9726242,368.9670625, , , , , , , , ,0,0,305, ,0, , , ,0,0,0, ,0, , ,0,0,2015,0,0,0,0,0,0,0,0,0,0.222395,0,0,0,0,0,0,0,0
