Year,FIRE_NAME,EXPECT_MATCH_2,DPA,Ranger_unit,County,Start,Contained,CDF_acres_burned,Other_acres_burned,Region,Ranger_unit2,County2,County3,Veg_type,Cause,Destroyed_structures,Incident_number,National_forest,Fire_name2,DPA2,Damaged_structures,Firefighter_fatalities,Civilian_fatalities
2012,FLAT,,USFS,NA,Trinity,7/11/2012,7/17/2012,NA,1688,NA,NA,NA,NA,TG,Unidentified,0,SHF-2290,NA,NA,NA,0,0,0
2012,FOREST,,CDF,NA,Yolo,7/21/2012,7/24/2012,520,NA,NA,NA,NA,NA,G,Equipment use,0,LNU-5495,NA,NA,NA,0,0,0
2012,FORT COMPLEX,,USFS,NA,Siskiyou,8/5/2012,9/10/2012,NA,23653,NA,NA,NA,NA,TB,Lightning,0,KNF-5659,NA,NA,NA,0,0,0
2012,GAINES,,CDF,NA,Mariposa,6/12/2012,6/14/2012,1700,NA,NA,NA,NA,NA,G,Electrical power,0,MMU-009308,NA,NA,NA,0,0,0
2012,GEORGE,,USFS,NA,Tulare,6/1/2012,6/15/2012,NA,1707,NA,NA,NA,NA,TB,Unidentified,0,SQF-1384,NA,NA,NA,0,0,0
2012,GRAPE,,CDF,NA,Kern,7/28/2012,7/29/2012,370,NA,NA,NA,NA,NA,G,Undetermined,0,KRN-22306,NA,NA,NA,0,0,0
2012,GRAPEVINE,,CDF,NA,Colusa,7/8/2012,7/12/2012,1870,NA,NA,NA,NA,NA,B,Undetermined,0,LNU-5039,NA,NA,NA,0,0,0
2012,GULCH,,USFS,NA,Kern,6/19/2012,6/21/2012,NA,385,NA,NA,NA,NA,BG,Human,1,SQF-001644,NA,NA,NA,0,0,0
2012,HIGHLAND,,CDF,NA,Riverside,6/16/2012,6/18/2012,2171,NA,NA,NA,NA,NA,BG,Undetermined,0,RRU-059216,NA,NA,NA,0,0,0
2012,HILL,,USFS,NA,Ventura,6/23/2012,6/27/2012,NA,689,NA,NA,NA,NA,B,UL,0,LPF-1505,NA,NA,NA,0,0,0
2012,INDIAN,,USFS,NA,Mono,8/8/2012,8/15/2012,NA,12574,NA,NA,NA,NA,TGB,Lightning,0,OVD-942,NA,NA,NA,0,0,0
2012,JAWBONE COMPLEX,,NPS,NA,Kern,8/10/2012,8/22/2012,NA,1218,NA,NA,NA,NA,TB,Lightning,19,CDD-11542,NA,NA,BLM,9,0,0
2012,LAKE COMPLEX,,USFS,NA,Modoc,8/5/2012,8/9/2012,NA,1668,NA,NA,NA,NA,TGB,Lightning,0,MDF-0429,NA,NA,NA,0,0,0
2012,LASSEN,,CDF,NA,Fresno,6/12/2012,6/13/2012,418,NA,NA,NA,NA,NA,G,Undetermined,0,FKU-7091,NA,NA,NA,0,0,0
2012,LIKELY,,USFS,NA,Lassen,9/5/2012,9/14/2012,NA,9838,NA,NA,NA,NA,GTB,Human,0,NOD-3916,NA,NA,NA,0,0,0
2012,MILL,,USFS,NA,Colusa,7/7/2012,7/18/2012,NA,29502,NA,NA,NA,NA,TB,Unidentified,5,MNF-1109,NA,NA,NA,0,0,0
2012,MILL,,CDF,NA,Tehama,8/13/2012,8/23/2012,1641,NA,NA,NA,NA,NA,TG,Arson,0,BTU-8116,NA,NA,NA,0,0,0
2012,NELSON (W-1),,NPS,NA,Modoc,8/17/2012,8/21/2012,NA,3661,NA,NA,NA,NA,GB,Lightning,0,NOD-3596,NA,NA,BLM,0,0,0
2012,NORTH,,CDF,NA,Mendocino,7/25/2012,7/30/2012,383,NA,NA,NA,NA,NA,B,Undetermined,0,MEU-5115,NA,NA,NA,0,0,0
2012,NORTH PASS,,USFS,NA,Mendocino,8/18/2012,9/16/2012,NA,41983,NA,NA,NA,NA,T,Lightning,26,MNF-1446,NA,NA,NA,4,0,0
2012,OLD 2,,CDF,NA,San Diego,6/17/2012,6/20/2012,995,NA,NA,NA,NA,NA,B,Undetermined,2,MVU-6329,NA,NA,NA,0,0,0
2012,OZENA,,USFS,NA,Ventura,6/16/2012,6/17/2012,NA,361,NA,NA,NA,NA,B,Unidentified,0,LPE-1439,NA,NA,NA,0,0,0
2012,PASKENTA,,CDF,NA,Tehama,7/25/2012,7/25/2012,300,NA,NA,NA,NA,NA,GB,Vehicle,0,TGU-5964,NA,NA,NA,0,0,0
2012,PEAK,,USFS,NA,Plumas,7/29/2012,8/2/2012,NA,800,NA,NA,NA,NA,TB,Unidentified,0,PNF-00998,NA,NA,NA,0,0,0
2012,PIUTE COMPLEX,,USFS,NA,Kern,8/4/2012,8/11/2012,NA,1783,NA,NA,NA,NA,TGB,Lightning,0,SQF-2476,NA,NA,NA,0,0,0
2012,PONDEROSA,,CDF,NA,Tehama/Shasta,8/18/2012,9/2/2012,27676,NA,NA,NA,NA,NA,TG,Lightning,133,TGU-6696,NA,NA,NA,6,0,0
2012,RAIL,,CDF,NA,Colusa,7/9/2012,7/12/2012,1870,NA,NA,NA,NA,NA,B,Undetermined,0,LNU-5056,NA,NA,NA,0,0,0
2012,RAMSEY,,USFS,NA,Calaveras,8/11/2012,8/31/2012,NA,1137,NA,NA,NA,NA,T,Campfire,0,STF-2954,NA,NA,NA,0,0,0
2012,RANGE,,CDF,NA,Riverside,9/29/2012,10/1/9012,351,NA,NA,NA,NA,NA,GB,Misc,3,RRU-96791,NA,NA,NA,0,0,0
2012,READING,,NPS,NA,Shasta,7/23/2012,8/21/2012,NA,28079,NA,NA,NA,NA,T,Lightning,0,LNP-3115,NA,NA,NA,0,0,0
2012,RIVER,,CDF,NA,Mariposa,5/18/2012,5/22/2012,320,NA,NA,NA,NA,NA,G,Undetermined,0,MMU-7830,NA,NA,NA,0,0,0
2012,ROBBERS,,CDF,NA,Placer,7/11/2012,7/21/2012,2650,NA,NA,NA,NA,NA,BT,Arson,8,NEU-15060,NA,NA,NA,0,0,0
2012,RUSH,,NPS,NA,Lassen,8/12/2012,8/31/2012,NA,271911,NA,NA,NA,NA,GB,Lightning,0,NOD-3490,NA,NA,BLM,1,0,0
2012,RUSHMORE,,CDF,NA,Riverside,8/4/2012,8/4/2012,1000,NA,NA,NA,NA,NA,G,Undetermined,0,RRU-76402,NA,NA,NA,0,0,0
2012,SALT CREEK,,USFS,NA,Shasta,8/1/2012,8/4/2012,NA,980,NA,NA,NA,NA,TBG,Unidentified,1,SHF-2521,NA,NA,NA,0,0,0
2012,SAND,,CDF,NA,Kern,7/17/2012,7/19/2012,1428,NA,NA,NA,NA,NA,GB,Equipment use,1,KRN-22306,NA,NA,NA,0,0,0
2012,SCOTTS,,CDF,NA,Lake,9/7/2012,9/14/2012,4517,NA,NA,NA,NA,NA,B,Campfire,0,MEU-6376,NA,NA,NA,0,0,0
2012,SEVEN,,CDF,NA,Tuolumne,7/10/2012,7/11/2012,840,NA,NA,NA,NA,NA,B,Undetermined,1,TCU-6227,NA,NA,NA,0,0,0
2012,SHOCKEY,,CDF,NA,San Diego,9/23/2012,9/27/2012,2555,NA,NA,NA,NA,NA,B,Undetermined,39,MVU-010383,NA,NA,NA,2,0,0
2012,SITES,,CDF,NA,Colusa,7/8/2012,7/9/2012,365,NA,NA,NA,NA,NA,G,Undetermined,0,LNU-5038,NA,NA,NA,0,0,0
2012,SIXTEEN COMPLEX,,CDF,NA,Colusa,9/4/2012,9/11/2012,19000,NA,NA,NA,NA,NA,TGB,Undetermined,0,LNU-7072,NA,NA,NA,0,0,0
2012,SOUTH COMPLEX,,USFS,NA,Inyo,8/10/2012,10/16/2012,NA,453,NA,NA,NA,NA,B,Lightning,0,DVP-11569,NA,NA,NA,0,0,0
2012,SPANISH,,USFS,NA,Lassen,7/18/2012,7/21/2012,NA,1169,NA,NA,NA,NA,GB,NA,0,NOD-3016,NA,NA,NA,0,0,0
2012,STAFFORD,,USFS,NA,Trinity,9/5/2012,9/13/2012,NA,4407,NA,NA,NA,NA,T,Unidentified,0,SHF-2894,NA,NA,NA,0,0,0
2012,TURKEY,,CDF,NA,Monterey,7/9/2012,7/10/2012,2529,NA,NA,NA,NA,NA,TG,Equipment use,0,BEU-3109,NA,NA,NA,0,0,0
2012,TWENTY NINE,,CDF,NA,Lake,10/18/2012,10/21/2012,300,NA,NA,NA,NA,NA,BT,Electrical power,8,LNU-008431,NA,NA,NA,0,0,0
2012,VALLECITO LIGHTNING COMPLEX,,CDF,NA,San Diego,8/13/2012,8/20/2012,22829,NA,NA,NA,NA,NA,B,Lightning,0,MVU-8747,NA,NA,NA,0,0,0
2012,VIEW,,CDF,NA,Riverside,6/17/2012,6/18/2012,375,NA,NA,NA,NA,NA,B,Electrical power,0,RRU-059775,NA,NA,NA,0,0,0
2012,VISTA,,CDF,NA,Riverside,8/20/2012,8/21/2012,500,NA,NA,NA,NA,NA,G,Equipment use,0,RRU-82306,NA,NA,NA,0,0,0
2012,VOLCANO,,CDF,NA,Riverside,8/1/2012,8/5/2012,356,NA,NA,NA,NA,NA,GB,Equipment use,1,RRU-7075254,NA,NA,NA,0,0,0
2012,WALKER,,CDF,NA,Lake/Colusa,8/12/2012,8/14/2012,5000,NA,NA,NA,NA,NA,G,Undetermined,0,LNU-6334,NA,NA,NA,0,0,0
2012,WARD,,USFS,NA,Shasta,9/11/2012,9/14/2012,NA,550,NA,NA,NA,NA,T,Unidentified,0,SHF-2922,NA,NA,NA,0,0,0
2012,WILLIAMS,,USFS,NA,Los Angeles,9/2/2012,9/11/2012,NA,4192,NA,NA,NA,NA,B,Unidentified,0,ANF-4803,NA,NA,NA,0,0,0
2012,WOODS CREEK,,USFS,NA,Fresno,7/15/2012,7/21/2012,NA,325,NA,NA,NA,NA,T,Lightning,0,KNP-0072,NA,NA,NA,0,0,0
2012,WYE,,CDF,NA,Lake/Colusa,8/12/2012,8/18/2012,2934,NA,NA,NA,NA,NA,B,Undetermined,3,LNU-6335,NA,NA,NA,2,0,0
2013,AMERICAN,,USFS,NA,Placer,8/11/2013,8/29/2013,NA,27440,NA,NA,NA,NA,T,Unidentified,5,TNF-1562,NA,NA,NA,2,0,0
2013,ASPEN,,USFS,NA,Fresno,7/22/2013,9/8/2013,NA,22992,NA,NA,NA,NA,TB,Lightning,0,SNF-1732,NA,NA,NA,0,0,0
2013,BECKS,,CDF,NA,Lake,1/22/2013,1/23/2013,335,NA,NA,NA,NA,NA,B,Debris Burning,0,LNU-477,NA,NA,NA,0,0,0
2013,BRANCH,,USFS,NA,San Luis Obispo,6/1/2013,6/4/2013,NA,486,NA,NA,NA,NA,BG,Unidentified,0,LPF-1535,NA,NA,NA,0,0,0
2013,CARSTENS,,USFS,NA,Mariposa,6/16/2013,6/26/2013,NA,1708,NA,NA,NA,NA,T,Human,0,SNF-1216,NA,NA,NA,0,0,0
2013,CHARIOT,,CDF,NA,San Diego,7/6/2013,7/15/2013,7055,NA,NA,NA,NA,NA,TB,Undetermined,149,MVU-14084,NA,NA,NA,9,0,0
2013,CLOVER,,CDF,NA,Shasta,9/9/2013,9/15/2013,8073,NA,NA,NA,NA,NA,B,Undetermined,196,SHU-8265,NA,NA,NA,15,0,1
2013,CORRAL COMPLEX,,USFS,NA,Humboldt,8/10/2013,10/2/2013,NA,12503,NA,NA,NA,NA,TB,Lightning,0,SRF-1486,NA,NA,NA,0,0,0
2013,DANCE,,USFS,NA,Humboldt,7/29/2013,8/2/2013,NA,577,NA,NA,NA,NA,TB,Unidentified,3,SRF-1373,NA,NA,NA,0,0,0
2013,DEER,,CDF,NA,Tehama,8/23/2013,8/26/2013,11429,NA,NA,NA,NA,NA,BG,Electrical power,0,TGU-6768,NA,NA,NA,0,0,0
2013,DELUZ,,MIL,NA,San Diego,10/5/2013,10/9/2013,NA,2236,NA,NA,NA,NA,BG,Unidentified,0,MCP-3197,NA,NA,NA,0,0,0
2013,FALLS,,USFS,NA,Riverside,8/5/2013,8/9/2013,NA,1383,NA,NA,NA,NA,BG,Unidentified,0,CNF-2512,NA,NA,NA,2,0,0
2013,FELIPE,,CDF,NA,San Diego,5/23/2013,5/29/2013,2650,NA,NA,NA,NA,NA,BG,Human,0,MVU-10345,NA,NA,NA,0,0,0
2013,FISH,,USFS,NA,Tulare,8/23/2013,9/5/2013,NA,2060,NA,NA,NA,NA,T,Lightning,0,SQF-3295,NA,NA,NA,0,0,0
2013,FORKS COMPLEX,,USFS,NA,Siskiyou,7/31/2013,10/1/2013,NA,37246,NA,NA,NA,NA,TB,Human,0,KNF-5949,NA,NA,NA,0,0,0
2013,FOSTER,,CDF,NA,Mendocino,5/3/2013,5/5/2013,300,NA,NA,NA,NA,NA,T,Debris Burning,0,MEU-3381,NA,NA,NA,0,0,0
2013,FOX,,CDF,NA,Modoc,7/3/2013,7/7/2013,502,NA,NA,NA,NA,NA,G,Lightning,0,LMU-2700,NA,NA,NA,0,0,0
2013,GENERAL,,CDF,NA,San Diego,5/26/2013,5/31/2013,2500,NA,NA,NA,NA,NA,B,Human,0,MVU-11025,NA,NA,NA,0,0,0
2013,GOBBLERS,,USFS,NA,San Bernardino,8/20/2013,8/30/2013,NA,413,NA,NA,NA,NA,TG,Lightning,0,BDF-11417,NA,NA,NA,0,0,0
2013,GORGONIO,,CDF,NA,Riverside,5/4/2013,5/4/2013,650,NA,NA,NA,NA,NA,BG,Undetermined,0,RRU-45459,NA,NA,NA,0,0,0
2013,GRAND,,USFS,NA,Kern,5/15/2013,5/22/2013,NA,4346,NA,NA,NA,NA,BT,Unidentified,0,LPF-1281,NA,NA,NA,0,0,0
2013,HATHAWAY,,USFS,NA,Riverside,6/9/2013,10/15/2013,NA,3870,NA,NA,NA,NA,B,Unidentified,1,BDF-8526,NA,NA,NA,0,0,0
2013,HIGHGLADE,,USFS,NA,Lake,11/23/2013,11/23/2013,NA,305,NA,NA,NA,NA,B,Unidentified,0,MNF-1729,NA,NA,NA,0,0,0
2013,HOUGH COMPLEX,,USFS,NA,Plumas,8/18/2013,8/24/2013,NA,513,NA,NA,NA,NA,TB,Lightning,0,PNF-1324,NA,NA,NA,0,0,0
2013,JURUPA,,CDF,NA,Riverside,2/28/2013,3/2/2013,300,NA,NA,NA,NA,NA,T,Undetermined,0,RRU-22083,NA,NA,NA,2,0,0
2013,KIRKER,,CDF,NA,Contra Costa,7/1/2013,7/2/2013,492,NA,NA,NA,NA,NA,TG,Electrical power,2,SCU-3899,NA,NA,NA,0,0,0
2013,KYBURZ,,USFS,NA,El Dorado,7/8/2013,7/11/2013,NA,572,NA,NA,NA,NA,TB,Human,2,ENF-16230,NA,NA,NA,0,0,0
2013,LAKE,,CC,NA,Los Angeles,5/17/2013,5/20/2013,NA,712,NA,NA,NA,NA,BG,Human,0,LAC-118144,NA,NA,NA,0,0,0
2013,MCCABE,,CDF,NA,Sonoma,11/22/2013,11/28/2013,3505,NA,NA,NA,NA,NA,G,Electrical power,1,LNU-10188,NA,NA,NA,0,0,0
2013,MILL,,CDF,NA,San Bernardino,6/28/2013,7/2/2013,534,NA,NA,NA,NA,NA,BG,Human,0,BDU-7912,NA,NA,NA,3,0,0
2013,MISSION,,USFS,NA,Monterey,8/22/2013,8/25/2013,NA,4500,NA,NA,NA,NA,BG,Human,0,FHL-2679,NA,NA,NA,0,0,0
2013,MORGAN,,CDF,NA,Contra Costa,9/8/2013,9/14/2013,3100,NA,NA,NA,NA,NA,G,Human,0,SCU-5452,NA,NA,NA,0,0,0
2013,MOUNTAIN,,CDF,NA,Riverside,7/15/2013,7/31/2013,27531,NA,NA,NA,NA,NA,TB,Electrical power,23,RRU-71832,NA,NA,NA,1,0,0
2013,PANTHER,,CDF,NA,Tehama,5/1/2013,5/9/2013,6896,NA,NA,NA,NA,NA,TB,Human,0,BTU-5648,NA,NA,NA,0,0,0
2013,PFEIFFER,,USFS,NA,Monterey,12/16/2013,12/16/2013,NA,917,NA,NA,NA,NA,B,Unidentified,38,LPF-3810,NA,NA,NA,0,0,0
2013,POWER,,USFS,NA,Tuolumne,8/5/2013,8/13/2013,NA,1070,NA,NA,NA,NA,B,Unidentified,0,STF-2613,NA,NA,NA,0,0,0
2013,POWERHOUSE,,USFS,NA,Los Angeles,5/30/2013,6/10/2013,NA,30274,NA,NA,NA,NA,BT,Unidentified,58,ANF-2297,NA,NA,NA,4,0,0
2013,PUTAH,,CDF,NA,Napa,10/3/2013,10/4/2013,376,NA,NA,NA,NA,NA,G,Undetermined,0,LNU-8566,NA,NA,NA,0,0,0
2013,RANCHO,,CC,NA,Kern,7/19/2013,7/22/2013,NA,500,NA,NA,NA,NA,BG,Undetermined,0,KRN-1323633,NA,NA,NA,0,0,0
2013,RIM,,USFS,NA,Tuolumne,8/17/2013,10/27/2013,NA,257314,NA,NA,NA,NA,TB,Unidentified,112,STF-2857,NA,NA,NA,7,0,0
2013,RIVER,,CDF,NA,Inyo,2/24/2013,2/28/2013,407,NA,NA,NA,NA,NA,BG,Vehicle,0,BDU-2372,NA,NA,NA,0,0,0
2013,RIVER,,CDF,NA,Merced,5/26/2013,5/27/2013,450,NA,NA,NA,NA,NA,BG,Human,0,MMU-8520,NA,NA,NA,0,0,0
2013,ROLLING,,CDF,NA,Madera,6/16/2013,6/15/2013,480,NA,NA,NA,NA,NA,G,Vehicle,1,MMU-9861,NA,NA,NA,0,0,0
2013,SHELTON,,CDF,NA,San Joaquin,5/30/2013,5/30/2013,303,NA,NA,NA,NA,NA,G,Equipment use,0,TCU-4607,NA,NA,NA,0,0,0
2013,SHIRLEY COMPLEX,,USFS,NA,Kern,8/18/2013,8/22/2013,NA,794,NA,NA,NA,NA,T,Lightning,0,SQF-3229,NA,NA,NA,0,0,0
2013,SILVER,,CDF,NA,Riverside,8/7/2013,8/15/2013,20292,NA,NA,NA,NA,NA,B,Undetermined,48,RRU-79781,NA,NA,NA,8,0,0
2013,SPRINGS,,CC,NA,Ventura,5/2/2013,5/9/2013,NA,24251,NA,NA,NA,NA,BG,Unidentified,10,VNC-12193,NA,NA,NA,12,0,0
2013,SUMMIT,,CDF,NA,Riverside,5/1/2013,5/4/2013,2956,NA,NA,NA,NA,NA,BG,Undetermined,2,RRU-44298,NA,NA,NA,0,0,0
2013,SUMMIT,,CDF,NA,Butte,10/4/2013,10/5/2013,305,NA,NA,NA,NA,NA,BG,Misc,54,BTU-13464,NA,NA,NA,6,0,0
2013,SWEDES,,CDF,NA,Butte,8/16/2013,8/22/2013,2264,NA,NA,NA,NA,NA,BG,Equipment use,8,BTU-10969,NA,NA,NA,0,0,0
2013,TRES PINOS,,CDF,NA,San Benito,5/3/2013,5/4/2013,354,NA,NA,NA,NA,NA,G,Equipment use,0,BEU-2109,NA,NA,NA,0,0,0
2013,WATER,,CC,NA,Kern,7/23/2013,7/25/2013,NA,612,NA,NA,NA,NA,W,Human,0,KRN-1324091,NA,NA,NA,0,0,0
2013,WHITE,,USFS,NA,Santa Barbara,5/27/2013,6/5/2013,NA,1984,NA,NA,NA,NA,BG,Human,0,LPF-1473,NA,NA,NA,1,0,0
2013,WINDY PEAK,,USFS,NA,Fresno,8/23/2013,10/20/2013,NA,681,NA,NA,NA,NA,TB,Lightning,0,KNP-113,NA,NA,NA,0,0,0
2014,59,,CDF,NA,Tuolumne,6/4/2014,6/9/2014,402,NA,NA,NA,NA,NA,G,Vehicle,0,TCU-4987,NA,NA,NA,0,0,0
2014,APPLEGATE,,CDF,NA,Placer,10/8/2014,10/22/2014,459,NA,NA,NA,NA,NA,TB,Undetermined,10,NEU-23454,NA,NA,NA,0,0,0
2014,BALD,,USFS,NA,Shasta,7/30/2014,8/16/2014,NA,39736,NA,NA,NA,NA,B,Lightning,0,LNF-3479,NA,NA,NA,0,0,0
2014,BASILONE COMPLEX,,MIL,NA,San Diego,5/17/2014,5/19/2014,NA,21240,NA,NA,NA,NA,BG,Undetermined,0,MCP-1363,NA,NA,NA,1,0,0
2014,BERNARDO,,Local,NA,San Diego,5/13/2014,5/21/2014,NA,1548,NA,NA,NA,NA,BG,Equipment Use,0,MVU-10055,NA,NA,NA,0,0,0
2014,BLACK,,CDF,NA,Mendocino,9/13/2014,9/17/2014,403,NA,NA,NA,NA,NA,B,Equipment Use,11,MEU-8882,NA,NA,NA,0,0,0
2014,BULLY,,CDF,NA,Shasta,7/11/2014,7/23/2014,12661,NA,NA,NA,NA,NA,G,Vehicle,18,SHU-6248,NA,NA,NA,1,0,1
2014,BUTTS,,CDF,NA,Napa,7/1/2014,7/10/2014,4300,NA,NA,NA,NA,NA,G,Equipment Use,9,LNU-5333,NA,NA,NA,0,0,0
2014,CAMPBELL,,USFS,NA,Tehama,1/2/2014,1/10/2014,NA,865,NA,NA,NA,NA,TB,Human,0,LNF-27,NA,NA,NA,0,0,0
2014,COFFEE COMPLEX,,USFS,NA,Trinity,7/30/2014,8/31/2014,NA,6258,NA,NA,NA,NA,TB,Lightning,0,SHF-2423,NA,NA,NA,0,0,0
2014,COLBY,,USFS,NA,Los Angeles,1/16/2014,1/24/2014,NA,1952,NA,NA,NA,NA,BG,Undetermined,15,ANF-231,NA,NA,NA,8,0,0
2014,COURTNEY,,CDF,NA,Madera,9/14/2014,9/22/2014,320,NA,NA,NA,NA,NA,B,Undetermined,49,MMU-16429,NA,NA,NA,7,0,0
2014,DARK HOLE,,NPS,NA,Mariposa,7/16/2014,8/20/2014,NA,1077,NA,NA,NA,NA,TB,Lightning,0,YNP-57,NA,NA,NA,0,0,0
2014,DAY,,CDF,NA,Modoc,7/30/2014,8/13/2014,13153,NA,NA,NA,NA,NA,TB,Lightning,10,LMU-3472,NA,NA,NA,0,0,0
2014,DOG ROCK,,NPS,NA,Mariposa,10/7/2014,10/12/2014,NA,311,NA,NA,NA,NA,B,Undetermined,0,YNP-124,NA,NA,NA,0,0,0
2014,EILER,,USFS,NA,Shasta,7/31/2014,8/24/2014,NA,32416,NA,NA,NA,NA,TB,Undetermined,21,LNF-3502,NA,NA,NA,0,0,0
2014,EL PORTAL,,NPS,NA,Mariposa,7/26/2014,8/4/2014,NA,4689,NA,NA,NA,NA,B,Undetermined,2,YNP-83,NA,NA,NA,2,0,0
2014,ETIWANDA,,USFS,NA,San Bernardino,4/30/2014,5/1/2014,NA,2200,NA,NA,NA,NA,BG,Human,0,BDF-6646,NA,NA,NA,0,0,0
2014,FRENCH,,USFS,NA,Madera,7/28/2014,8/18/2014,NA,13838,NA,NA,NA,NA,TB,Human,0,SNF-1619,NA,NA,NA,0,0,0
2014,GULCH,,CDF,NA,Shasta,9/10/2014,9/15/2014,1300,NA,NA,NA,NA,NA,B,Vehicle,4,SHU-8322,NA,NA,NA,0,0,0
2014,GUN CLUB,,CDF,NA,Merced,6/19/2014,6/19/2014,400,NA,NA,NA,NA,NA,G,Debris Burning,0,MMU-10597,NA,NA,NA,0,0,0
2014,GUN CLUB,,CDF,NA,Merced,7/24/2014,8/2/2014,422,NA,NA,NA,NA,NA,G,Human,0,MMU-12965,NA,NA,NA,0,0,0
2014,HAPPY CAMP COMPLEX,,USFS,NA,Siskiyou,8/14/2014,10/31/2014,NA,134056,NA,NA,NA,NA,T,Lightning,6,KNF-5956,NA,NA,NA,2,0,0
2014,HUNTER,,CDF,NA,Mariposa,5/26/2014,6/4/2014,677,NA,NA,NA,NA,NA,B,Undetermined,3,MMU-8974,NA,NA,NA,0,0,0
2014,JULY COMPLEX,,USFS,NA,Siskiyou,8/3/2014,9/25/2014,NA,50042,NA,NA,NA,NA,T,Lightning,2,KNF-5564,NA,NA,NA,0,0,0
2014,JUNCTION,,CDF,NA,Madera,8/18/2014,8/25/2014,612,NA,NA,NA,NA,NA,B,Undetermined,47,MMU-14633,NA,NA,NA,6,0,0
2014,KELLEY,,CDF,NA,Merced,7/26/2014,7/26/2014,1000,NA,NA,NA,NA,NA,GW,Undetermined,0,MMU-13131,NA,NA,NA,0,0,0
2014,KING,,USFS,NA,El Dorado,9/13/2014,10/9/2014,NA,97717,NA,NA,NA,NA,TB,Human,80,ENF-23461,NA,NA,NA,1,0,0
2014,KNF BEAVER,,USFS,NA,Siskiyou,7/30/2014,8/30/2014,NA,32469,NA,NA,NA,NA,T,Lightning,6,KNF-5497,NA,NA,NA,0,0,0
2014,LITTLE DEER,,USFS,NA,Siskiyou,7/31/2014,8/11/2014,NA,5503,NA,NA,NA,NA,TB,Lightning,1,KNF-5575,NA,NA,NA,0,0,0
2014,LODGE COMPLEX,,CDF,NA,Mendocino,7/30/2014,9/21/2014,12535,NA,NA,NA,NA,NA,TB,Lightning,0,MEU-7202,NA,NA,NA,0,0,0
2014,LOOP,,MIL,NA,Monterey,6/30/2014,6/30/2014,NA,500,NA,NA,NA,NA,BG,Undetermined,0,FHL-1818,NA,NA,NA,0,0,0
2014,MEADOW,,NPS,NA,Mariposa,8/15/2014,9/29/2014,NA,4772,NA,NA,NA,NA,TB,Undetermined,0,YNP-101,NA,NA,NA,0,0,0
2014,MIGUELITO,,Local,NA,Santa Barbara,5/13/2014,5/16/2014,NA,632,NA,NA,NA,NA,B,Undetermined,0,SBC-5573,NA,NA,NA,0,0,0
2014,MODOC JULY COMPLEX,,USFS,NA,Modoc,7/1/2014,7/7/2014,NA,2566,NA,NA,NA,NA,B,Lightning,0,MDF-344,NA,NA,NA,0,0,0
2014,MONTICELLO,,CDF,NA,Yolo,7/4/2014,7/13/2014,6488,NA,NA,NA,NA,NA,G,Human,0,LNU-5465,NA,NA,NA,0,0,0
2014,NELSON,,CDF,NA,Butte,9/18/2014,9/21/2014,500,NA,NA,NA,NA,NA,G,Electrical power,0,BTU-13428,NA,NA,NA,0,0,0
2014,NICOLLS,,USFS,NA,Kern,7/11/2014,7/19/2014,NA,1680,NA,NA,NA,NA,T,Undetermined,0,SQF-2381,NA,NA,NA,0,0,0
2014,OREGON,,CDF,NA,Trinity,8/24/2014,8/30/2014,461,NA,NA,NA,NA,NA,BG,Vehicle,1,SHU-7763,NA,NA,NA,0,0,0
2014,PIERCE,,Local,NA,Riverside,3/15/2014,3/16/2014,NA,350,NA,NA,NA,NA,BG,Arson,0,RRU-27677,NA,NA,NA,0,0,0
2014,POINSETTIA,,Local,NA,San Diego,5/14/2014,5/17/2014,NA,600,NA,NA,NA,NA,B,Undetermined,28,CBD-3777,NA,NA,NA,0,0,0
2014,RED,,CDF,NA,Humboldt,1/4/2014,1/12/2014,333,NA,NA,NA,NA,NA,TB,Debris Burning,0,HUU-81,NA,NA,NA,0,0,0
2014,SAN DIEGO COMPLEX,,CDF,NA,San Diego,5/14/2014,5/22/2014,2438,NA,NA,NA,NA,NA,B,Undetermined,48,MVU-10242,NA,NA,NA,5,0,0
2014,SAND,,CDF,NA,El Dorado,7/25/2014,8/3/2014,4240,NA,NA,NA,NA,NA,TB,Vehicle,47,AEU-18237,NA,NA,NA,0,0,0
2014,SHIRLEY,,USFS,NA,Kern,6/13/2014,6/21/2014,NA,2545,NA,NA,NA,NA,TG,Undetermined,4,SQF-1850,NA,NA,NA,0,0,0
2014,SILVERADO,,USFS,NA,Orange,9/12/2014,9/20/2014,NA,985,NA,NA,NA,NA,B,Undetermined,0,CNF-2873,NA,NA,NA,0,0,0
2014,SODA,,USFS,NA,Tulare,1/14/2014,4/19/2014,NA,1612,NA,NA,NA,NA,TB,Undetermined,0,SQF-120,NA,NA,NA,0,0,0
2014,STONY,,MIL,NA,Monterey,6/19/2014,6/22/2014,NA,4840,NA,NA,NA,NA,TG,Human,0,FHL-1693,NA,NA,NA,0,0,0
2014,THIRTY ONE 2,,CDF,NA,Yolo,8/9/2014,8/9/2014,370,NA,NA,NA,NA,NA,G,Vehicle,0,LNU-6737,NA,NA,NA,0,0,0
2014,TRACT 17,,FWS,NA,Glenn,9/17/2014,9/19/2014,NA,395,NA,NA,NA,NA,G,Human,0,SWR-1266,NA,NA,NA,0,0,0
2014,WAY,,USFS,NA,Kern,8/18/2014,8/28/2014,NA,4045,NA,NA,NA,NA,TB,Undetermined,12,CND-3148,NA,NA,NA,4,0,0
