FID,OBJECTID,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Leng,Shape_Area,Region_rb,DPA_rb,Start_rb,Cause_rb,County_rb,County2_rb,County3_rb,DPA2_rb,Firefighte,Total_dama,OID_,Fire_rb,Expect_shp,Ranger_rb,Ranger2_rb,Contain_rb,CDFacre_rb,Otherac_rb,Totalac_rb,Veg_rb,Destroyed,Inci_rb,Forest_rb,Damaged,Civilian,Year,NLCD_11,NLCD_21,NLCD_22,NLCD_23,NLCD_24,NLCD_31,NLCD_41,NLCD_42,NLCD_43,NLCD_52,NLCD_71,NLCD_81,NLCD_82,NLCD_90,NLCD_95,NLCD_0,NLCD_12,WUI_area
792,10455,CA,CCO,MRN,HILL RANCH,00000000,NA,NA,14,NA,0,63.25590134,0,1,00000000,4694.953836,255987.5282,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6325,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1983,0,0,0,0,0,0,0,27.354569,15.345246,18.013984,1.111974,0,0,0,0,0,0,0.10519
812,10497,CA,CCO,MRN,WHITES HILL 2,00001156,1985-08-07,NA,14,NA,0,56.43719864,0,1,00000044,2482.295908,228393.2846,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6366,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1985,0,1.556764,1.556764,0,0,0,0,0,8.006215,14.010877,30.245702,0,0,0,0,0,0,0.63298
813,10508,CA,CCO,LAC,SLOAN FIRE,00001170,2001-08-27,NA,14,NA,0,1788.640015,0,1,00052400,19641.05105,7238369.423,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6368,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2001,0,38.919102,10.007769,2.446344,0,0,0,9.11819,5.782267,171.021652,1549.425035,0,0,0,0,0,0,300.46542
814,10509,CA,CCO,LAC,STABLES FIRE,00000002,2001-10-12,NA,14,NA,0,6401.870117,0,1,00099200,46703.45264,25907440.17,Sierra,USFS,10/12/2001,Under investigation,NA,NA,NA,NA,0,4,6369,STABLES,0,Angeles NF,NA,10/15/2001,0,6544,6544,NA,4,NA,NA,0,0,2001,0,201.934539,23.129066,3.113528,0,4.670292,0,2.446344,2.001554,591.34795,5563.652376,0,0,0,2.668738,0,0,202.1469
830,10581,CA,CCO,KRN,BACKUS,00027686,2003-06-03,2003-06-03,1,NA,468,443.5150146,8,1,00027686,6978.808229,1794842.319,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3374,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2003,0,24.018646,1.556764,0,0,0,0,0,0,188.813242,229.956292,0,0,0,0,0,0,0.00184
831,10584,CA,CCO,KRN,TEJON,00033259,2003-06-30,2003-06-30,2,NA,1198.6,1198.589966,8,1,00033259,13842.32184,4850538.304,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3377,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2003,0,42.03263,4.892687,3.558318,0.222395,0.222395,0,18.903564,12.009323,165.016991,950.51566,0,0,0,0,0,0,806.29898
832,10587,CA,CCO,KRN,GRAPEVINE,00038533,2003-07-20,2003-07-20,10,NA,1830.51,1830.5,8,1,00038533,16880.17236,7407775.272,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3380,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2003,0,17.124405,2.001554,0,0,0,0,1.334369,0.889579,18.458774,1787.832332,0,0,0,0,0,0,2.72869
838,10702,CA,CCO,VNC,WESTLAKE INCIDENT,00033337,2001-06-29,NA,14,NA,0,278.6210022,0,1,00000000,4983.102523,1127538.007,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6437,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2001,0,1.556764,0.222395,0,0,0,0,0,0,264.649891,12.454113,0,0,0,0,0,0,34.34483
851,10825,CA,CCO,LAC,NA,00000000,1990-01-05,NA,14,NA,0,5.469890118,0,1,00000000,633.3053672,22135.87875,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6492,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1990,0,1.334369,1.334369,2.668738,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46989
852,10826,CA,CCO,LAC,NA,00000000,1990-11-02,NA,14,NA,0,15.07670021,0,1,00000000,1014.425726,61013.43342,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6493,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1990,0,0.889579,0,0,0,0,0,0,0,14.455666,0,0,0,0,0,0,0,0.00737
853,10827,CA,CCO,LAC,NA,00000000,1990-10-08,NA,14,NA,0,8.831720352,0,1,00000000,1006.401583,35740.69645,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6494,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1990,0,3.113528,3.113528,0.667185,0,0,0,0,0,2.223949,0,0,0,0,0,0,0,2.69582
861,10843,CA,CCO,LAC,CATALINA FIRE,00312031,1979-09-16,NA,14,NA,0,886.3590088,0,1,00000209,13377.32129,3586966.105,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6508,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,138.552002,72.278332,14.678061,0,0,0,30.023307,52.485189,573.333966,1.556764,0,0,0,0,0,0,307.27056
862,10844,CA,CCO,LAC,NA,00000000,1979-07-19,NA,14,NA,0,37.97140121,0,1,00000000,2088.708725,153664.6049,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34551
863,10845,CA,CCO,LAC,NA,00000000,1979-07-11,NA,14,NA,0,2.045880079,0,1,00000000,390.2806976,8279.397734,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6509,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,0,0,0,0,0,0,0,0,2.001554,0,0,0,0,0,0,0,2.04588
864,10846,CA,CCO,LAC,NA,00000000,1979-12-05,NA,14,NA,0,172.621994,0,1,00000000,4402.132007,698574.5154,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6510,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,0,0,0,0,0,0,0,0,2.001554,0.44479,0,0,0,0,0,0,1.84291
865,10847,CA,CCO,LAC,NA,00000000,1979-06-08,NA,14,NA,0,89.11029816,0,1,00000000,2516.739081,360616.6809,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6511,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,16.45722,26.020199,43.366999,0,0,0,0,2.001554,1.334369,0,0,0,0,0,0,0,77.88881
871,11027,CA,CCO,LAC,NA,00000000,1984-05-08,NA,14,NA,0,39.67990112,0,1,00000000,1743.810542,160578.7264,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6539,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1984,0,2.668738,0.889579,0,0,0,0,0,0,25.13062,1.556764,0,0,0,0,0,0,39.67987
873,11040,CA,CCO,LAC,NA,00000000,1984-06-06,NA,14,NA,0,33.11880112,0,1,00000000,1527.198248,134027.1516,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6552,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1984,0,0.889579,0,0,0,0,0,0,0,31.802466,0,0,0,0,0,0,0,0.08254
889,11104,CA,CCO,LAC,PACIFIC,00004293,2003-01-06,2003-01-10,13,NA,806,805.6350098,1,1,00004293,29436.89832,3260287.61,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3414,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2003,0.889579,90.737106,11.786928,0.44479,0,0,0,1.111974,0.667185,76.281439,621.593652,0,0,0,0,0,0,587.02775
890,11108,CA,CCO,LAC,SAGE,00181907,2003-09-02,2003-09-02,11,NA,22,21.87809944,6,1,00181907,1812.193478,88537.47542,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3418,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2003,0,0.222395,0,0,0,0,0,0,0,19.793143,0.667185,0,0,0,0,0,0,21.87809
891,11109,CA,CCO,LAC,HAUSER,00150988,2003-07-24,2003-07-27,11,NA,2039,2038.859985,7,1,00150988,19372.11352,8250991.647,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3419,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2003,0,40.698261,0.222395,0,0,0,0,41.365445,6.227056,326.253269,1622.370551,0,0,0,0,0,0,3.36295
892,11110,CA,CCO,LAC,LOS ALAMOS,00174407,2003-08-23,2003-08-23,16,NA,303,302.7940063,6,1,00174407,6713.954177,1225365.43,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3420,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2003,0,22.684276,1.779159,0,0,0,0,1.779159,22.239487,238.407297,16.90201,0,0,0,0,0,0,11.81451
896,11132,CA,CCO,LAC,NA,00000000,1984-07-03,NA,14,NA,0,614.4769897,0,1,00000000,6686.352093,2486701.378,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6602,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1984,0,2.001554,0.44479,0,0,0,0,6.227056,3.113528,571.554807,28.244148,0,0,0,0,0,0,545.56684
899,11156,CA,CCO,LAC,SKYLINE FIRE,00000000,1994-06-16,NA,14,NA,0,2.181129932,0,1,00000000,340.6605206,8826.70775,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18113
900,11158,CA,CCO,LAC,KERN CO. FIRE 192 AC,00000000,1994-05-27,NA,14,NA,0,180.3419952,0,1,00000000,4370.52563,729818.7335,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6626,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1994,0,0.667185,0.667185,0,0,0,0,0,0,55.376322,4.670292,119.203648,0,0,0,0,0,6.55211
906,11199,CA,CCO,LAC,NA,00000000,1986-08-17,NA,14,NA,0,7.595320225,0,1,00000000,674.0586115,30737.1607,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6666,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1986,0,0,0,0,0,0,0,0,0,4.003108,0,0,0,0,0,0,0,3.68242
907,11200,CA,CCO,LAC,NA,00000000,1986-09-13,NA,14,NA,0,367.8250122,0,1,00000000,5574.335403,1488535.914,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6667,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1986,0,17.569194,4.003108,4.447897,0.222395,66.71846,0,0,0,181.919001,72.055937,0,0,0,0,0,0,357.99938
942,11299,CA,CCO,VNC,POLI,00000000,1996-10-25,NA,14,NA,0,362.1640015,0,1,00000000,6343.206641,1465625.345,South,CC,10/25/1996,Under investigation,NA,NA,NA,NA,0,0,6734,POLI,0,Ventura,NA,10/26/1996,0,450,450,B,0,NA,NA,0,0,1996,0,28.466543,10.897348,2.223949,0,0,0,7.339031,1.334369,224.174025,88.068367,0,0,0,0,0,0,119.86841
943,11300,CA,CCO,VNC,ONDULANDO,00000000,1996-07-06,NA,14,NA,0,402.1619873,0,1,00000000,6038.811892,1627493.026,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6735,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1996,0,1.111974,0.44479,0,0,0,0,7.78382,1.556764,273.990476,117.202095,0,0,0,0,0,0,20.83459
972,11363,CA,CCO,ORC,BAKER,00052502,1997-10-13,NA,14,NA,0,6319.720215,0,1,00000000,37015.9564,25574980.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6790,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1997,6.671846,122.094782,25.353015,0.222395,0,1.779159,0,0,0.889579,3989.763906,1825.861854,0,0,67.608039,48.926871,0,0,97.6544
973,11364,CA,CCO,VNC,SISAR,00000000,1997-10-22,NA,14,NA,0,306.2730103,0,1,00000000,5081.245759,1239442.455,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6791,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1997,0,4.670292,0,0,0,0,0,1.779159,4.003108,87.401183,209.273569,0,0,0,0,0,0,65.09936
974,11365,CA,CCO,VNC,AUTUMN,00000000,1997-07-22,NA,14,NA,0,46.85710144,0,1,00000000,2651.167928,189623.968,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6792,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1997,0,8.451005,9.340584,1.334369,0,0,0,0,0,26.909779,0,0,0,0,0,0,0,12.07935
975,11366,CA,CCO,VNC,ALOSTA,00000000,1997-09-08,NA,14,NA,0,81.26740265,0,1,00000000,3383.313687,328877.4976,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6793,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1997,0,10.674954,0.44479,0,0,0,0,0,0,70.499173,0,0,0,0,0,0,0,44.36477
980,11466,CA,CCO,LAC,WAGON FIRE,00948723,1994-06-25,NA,14,NA,0,570.3690186,0,1,00000007,7334.523905,2308201.925,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6820,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1994,0,5.559872,0,0,0,0,0,0,0,25.797805,0.667185,0,0,0,0,0,0,37.60191
981,11468,CA,CCO,LAC,TOTH FIRE 22 AC,00000000,1994-06-20,NA,14,NA,0,24.89170074,0,1,00000000,1837.666447,100733.2088,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6822,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1994,0,0.889579,0,0,0,0,0,0,0,12.009323,1.111974,0,0,0,0,0,0,0.04915
982,11469,CA,CCO,LAC,SEPULVEDA FIRE,00000000,1994-04-27,NA,14,NA,0,29.63409996,0,1,00000000,1334.763492,119925.0265,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6823,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1994,0,2.891133,0.222395,0.222395,0.222395,0,0,0,1.779159,5.337477,18.903564,0,0,0,0,0,0,7.83771
983,11471,CA,CCO,LAC,PORTER RANCH,00000000,1994-06-25,NA,14,NA,0,55.56060028,0,1,00000000,2030.760449,224845.7415,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6825,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1994,0,1.111974,1.556764,0.222395,0,0,0,0,0,30.023307,19.793143,0,0,0,0,0,0,2.62073
990,11488,CA,CCO,VNC,HUMMINGBIRD,00000000,1985-10-14,NA,14,NA,0,2382.659912,0,1,00000000,21080.91284,9642300.941,VI,CC,10/14/1985,NA,NA,NA,NA,NA,0,0,6839,HUMMINGBIRD,0,Ventura County,NA,10/16/1985,0,1600,1600,B,0,NA,NA,0,0,1985,0,1.556764,1.111974,0.667185,0,0,0,0,0,7.561425,0.44479,0,0.222395,0.222395,0,0,0,27.79554
1036,11602,CA,CCO,MRN,LA FRANCHI,00000977,2000-06-21,NA,14,NA,0,9.134719849,0,1,00000000,961.9258398,36966.90948,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6936,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2000,0,0.667185,0,0,0,0,0,0,0,6.449451,2.223949,0,0,0,0,0,0,0.00225
1066,11674,CA,CCO,VNC,CREEK ROAD,00000000,1979-09-18,NA,14,NA,0,32706.40039,0,1,00000000,55309.74038,132358101.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6987,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0.889579,433.892385,72.278332,6.004661,0,1.111974,0,4524.62356,1689.311406,15164.43876,9155.551865,13.566087,8.6734000000000009,60.046614,17.569194,0,0,1606.40032
1069,11684,CA,CCO,LAC,FALL CYN FIRE,00317951,1979-06-09,NA,14,NA,0,1510.310059,0,1,00011294,20118.54993,6111988.623,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6996,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,13.788482,0.222395,0,0,0,0,0,0.889579,1316.13282,177.248709,0,0,0,0,0,0,289.6968
1070,11685,CA,CCO,LAC,MILES FIRE,00312038,1979-05-31,NA,14,NA,0,220.6080017,0,1,00000108,5006.256216,892769.5807,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6997,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,3.558318,0.222395,0,0,0,0,0,0,211.052728,5.559872,0,0,0,0,0,0,213.39538
1071,11686,CA,CCO,LAC,BURKE FIRE,00312038,1979-09-12,NA,14,NA,0,2310.899902,0,1,00312038,24147.64726,9351888.714,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6998,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,40.475866,18.458774,4.892687,1.111974,0,0,0,0,2042.252059,204.825672,0,0,0,0,0,0,217.34371
1072,11688,CA,CCO,LAC,CROWN FIRE,00312038,1979-09-15,NA,14,NA,0,3901.840088,0,1,00312038,29582.11193,15790182.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7000,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,53.597163,9.11819,0.222395,0,0,0,0,1.334369,3586.117223,212.387098,0,0,36.917548,1.111974,0,0,61.7076
1073,11689,CA,CCO,LAC,HASLEY FIRE,00312037,1979-07-11,NA,14,NA,0,655.9439697,0,1,00006165,7862.73435,2654511.42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7001,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,47.147712,54.264347,30.912886,0.889579,44.701368,0,1.779159,0,54.264347,65.606486,0.44479,0,0,0,0,0,619.48185
1074,11690,CA,CCO,LAC,CHIQUITA FIRE,00312037,1979-07-18,NA,14,NA,0,2221.699951,0,1,00006178,22165.05737,8990890.99,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7002,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,32.692045,17.791589,20.460328,2.223949,0.222395,0,0,0,83.62047,34.471204,0,0.222395,0,0,0,0,204.03326
1075,11691,CA,CCO,LAC,TAPIE FIRE,00312031,1979-06-08,NA,14,NA,0,383.0289917,0,1,00007560,6716.177443,1550062.442,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7003,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,76.948624,112.976592,92.29387,0.222395,10.674954,0,0,0,2.891133,84.954839,0,0,0,0,0,0,297.33193
1076,11693,CA,CCO,LAC,CORN STAND FIRE,00312031,1979-07-11,NA,14,NA,0,108.322998,0,1,00007703,3596.87177,438367.0813,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7005,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,15.567641,1.779159,1.779159,0.222395,0,0,0,0,62.048168,25.57541,0,0.667185,0,0,0,0,4.60942
1077,11694,CA,CCO,LAC,VALENCIA FIRE,00312037,1979-07-12,NA,14,NA,0,1216.819946,0,1,00003669,12328.9768,4924289.999,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7006,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,133.659315,262.648337,260.424389,7.116636,62.048168,0,0,0,298.898701,171.466442,0,9.562979,0,0,0,0,222.25386
1078,11696,CA,CCO,LAC,NA,00000000,1979-08-11,NA,14,NA,0,33.49250031,0,1,00000000,1690.427769,135539.4928,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7008,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,9.340584,19.570748,2.891133,0,0,0,0,0,2.223949,0,0,0,0,0,0,0,33.46266
1079,11707,CA,CCO,LAC,NA,00000000,NA,NA,14,NA,0,16.63890076,0,1,00000000,1167.058009,67335.40543,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7018,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,1.334369,0,0,0,0,0,0,0,14.678061,0,0,0,0,0,0,0,16.63894
1080,11708,CA,CCO,LAC,NA,00000000,1979-07-01,NA,14,NA,0,6.783969879,0,1,00000000,813.0581354,27453.76088,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7019,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,0.667185,0,0,0,0,0,0,0,6.227056,0,0,0,0,0,0,0,6.78397
1081,11709,CA,CCO,LAC,NA,00000000,1979-06-11,NA,14,NA,0,67.98789978,0,1,00000000,2353.271686,275137.2969,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7020,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,5.115082,26.687384,34.026415,0.44479,0,0,0,0,0,0,0,0,0,0,0,0,67.84063
1082,11711,CA,CCO,LAC,NA,00000000,1979-12-05,NA,14,NA,0,3.68956995,0,1,00000000,489.2952582,14931.16612,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7022,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,1.556764,2.001554,0.222395,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68957
1083,11712,CA,CCO,LAC,NA,00000000,1979-06-11,NA,14,NA,0,8.725230217,0,1,00000000,1144.951887,35309.76436,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7023,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,0,0,0,0,0,0,0.889579,0,8.006215,0,0,0,0,0,0,0,8.71418
1084,11713,CA,CCO,LAC,NA,00000000,1979-05-26,NA,14,NA,0,43.68489838,0,1,00000000,1822.803166,176786.6044,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7024,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,2.668738,0,0,0,0,0,0,0,40.698261,0,0,0,0,0,0,0,29.55481
1092,11734,CA,CCO,ORC,LAGUNA (BOAT),00024721,1979-12-11,NA,14,NA,0,534.6300049,0,1,00001434,8107.761008,2163572.723,VI,CDF,NA,Misc,NA,NA,NA,NA,0,0,7042,LAGU,0,Orange,NA,NA,400,150,550,B,0,NA,NA,0,0,1979,0,7.561425,7.339031,1.111974,0,0,0,0,0,1.334369,2.668738,0,0,0,0,0,0,54.22407
1093,11735,CA,CCO,ORC,ORTEGA,00018533,1979-09-15,NA,14,NA,0,696.3099976,0,1,00001077,7823.608935,2817867.643,VI,CDF,NA,Equipment use,NA,NA,NA,NA,0,0,7043,ORTEGA #2,0,Orange,NA,NA,750,0,750,B,0,NA,NA,0,0,1979,5.782267,0.222395,0.667185,0.222395,0,5.115082,0,0,0,225.508395,38.919102,34.248809,98.298531,5.337477,8.895795,0,0,0.73795
1121,11807,CA,CCO,LAC,NA,00000000,1983-08-01,NA,14,NA,0,139.6459961,0,1,00000000,4406.827425,565127.9257,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7102,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1983,0,1.556764,0,0,0,0,0,0,0,137.440028,0,0,0,0,0,0,0,1.07239
1124,11814,CA,CCO,LAC,RUDELL FIRE 3 AC,00000000,1993-05-19,NA,14,NA,0,3.751440048,0,1,00000000,794.8319659,15181.54239,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7109,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1993,0,0.222395,0,0,0,0,0,0,0,0.667185,0,0,0,0,0,0,0,1.52451
1125,11816,CA,CCO,LAC,VALLEHO FIRE 6 AC,00000000,1993-06-25,NA,14,NA,0,6.043910027,0,1,00000000,716.7881604,24458.84047,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7111,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1993,0,0.44479,0.222395,0,0,0,0,0,0,4.670292,0.222395,0,0,0,0,0,0,6.04391
1126,11819,CA,CCO,LAC,LOS ENCINOS,00000000,1993-09-07,NA,14,NA,0,4.212500095,0,1,00000000,524.4723752,17047.40037,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7114,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1993,0,0.222395,0,0,0,0,0,0,0,3.780713,0,0,0,0,0,0,0,4.09646
1127,11820,CA,CCO,LAC,NA,00000000,1989-10-14,NA,14,NA,0,9.204899788,0,1,00000000,791.4962577,37250.8897,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7115,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1989,0,1.556764,1.334369,1.779159,0,0,0,0,0,2.668738,1.556764,0,0,0,0,0,0,9.2049
1128,11821,CA,CCO,LAC,NA,00000000,1989-09-16,NA,14,NA,0,3.349639893,0,1,00000000,439.6878087,13555.50538,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34964
1129,11824,CA,CCO,LAC,HOG FIRE,00931239,1983-07-17,NA,14,NA,0,204.2310028,0,1,00000183,4875.306947,826493.8576,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7117,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1983,0,19.793143,2.668738,4.225502,0.44479,0,0,0,0,46.480527,34.026415,0,0,0,0,0,0,186.84915
1130,11826,CA,CCO,LAC,THE ACRES FIRE,00001123,1983-06-06,NA,14,NA,0,375.980011,0,1,00002083,9679.215239,1521535.597,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7119,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1983,0,31.135281,1.111974,0,0,1.334369,0,0,0,77.838203,51.150819,73.390306,18.681169,0,0,0,0,157.19008
1131,11832,CA,CCO,LAC,NA,00000000,1989-06-05,NA,14,NA,0,9.945249557,0,1,00000000,858.6352848,40246.98485,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7125,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1989,0,3.558318,1.779159,0.44479,0,0,0,0,0,4.003108,0,0,0,0,0,0,0,9.94525
1132,11833,CA,CCO,LAC,NA,00000000,1989-05-27,NA,14,NA,0,5.299950123,0,1,00000000,572.7362132,21448.11829,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7126,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1989,0,2.668738,1.334369,0,0,0,0,0,0,1.334369,0,0,0,0,0,0,0,5.29995
1135,11850,CA,CCO,KRN,ARCO,KRN19153,2006-07-09,2006-07-12,9,NA,698.1326282,698.1279907,1,1,00619153,9389.072994,2825223.713,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4449,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2006,0,19.125959,3.780713,1.111974,0,0,0,34.248809,37.139943,258.20044,342.932884,0,0,0,0,0,0,250.6552
