Year,FIRE_NAME,Damaged_structures,Destroyed_structures,Ranger_unit,Start,Incident_number,County,County2,Region,Ranger_unit2,National_forest,County3,Fire_name2,DPA,DPA2,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Firefighter_fatalities,Civilian_fatalities,Contained
1980,LINK,0,0,Riverside,6/21/80,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,725,0,BG,Arson,NA,NA,6/22/80
2009,LION,0,0,NA,6/30/09,SQF-2139,Tulare,NA,NA,NA,NA,NA,NA,USFS,NA,NA,2577,TB,Lightning,0,0,8/21/09
2011,LION,0,0,NA,7/8/11,SQF-002087,Tulare,NA,NA,NA,NA,NA,NA,USFS,NPS,NA,20500,T,Lightning,0,0,11/8/11
2017,LION,0,0,NA,9/24/17,SQF-2753,Tulare,NA,NA,NA,NA,NA,NA,USFS,NA,NA,19215,BGT,Lightning,0,0,11/27/17
2007,LITTLE 5,0,0,NA,3/22/07,NA,NA,NA,Fresno-Kings,NA,NA,NA,NA,NA,NA,300,0,NA,Misc,0,0,3/23/07
1979,LITTLE ANTELOPE,0,0,Tehama-Glenn,6/7/79,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,2550,0,BG,Misc,NA,NA,6/7/79
2014,LITTLE DEER,0,1,NA,7/31/14,KNF-5575,Siskiyou,NA,NA,NA,NA,NA,NA,USFS,NA,NA,5503,TB,Lightning,0,0,8/11/14
1980,LITTLE ROCK,0,0,San Bernardino,7/4/80,NA,NA,NA,VI,NA,NA,NA,NA,USFS,NA,0,1060,B,Fireworks,NA,NA,7/6/80
1979,LIVE OAK,0,0,San Bernardino,7/12/79,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,350,0,B,Arson,NA,NA,7/12/0197
1979,LLANDA,0,0,San Benito-Monterey,5/30/79,NA,NA,NA,V,NA,NA,NA,NA,CDF,NA,587,0,WBG,Equipment use,NA,NA,5/31/79
2017,LOBO (NEU WIND COMPLEX),2,47,NA,10/8/17,NEU-26275,Nevada,NA,NA,NA,NA,NA,NA,CDF,NA,821,NA,BT,Electrical power,0,0,10/22/17
1993,LOCAL,0,0,Riverside,7/25/93,NA,NA,NA,III,NA,NA,NA,NA,LOCAL,NA,NA,410,AGB,Undetermined,0,0,7/25/93
1994,LOCAL,0,0,Riverside,4/8/94,NA,NA,NA,South,NA,NA,NA,NA,LOCAL,NA,NA,1400,B,Undetermined,0,0,4/8/94
1988,LOCAL,0,0,Riverside,6/4/88,NA,NA,NA,III,NA,NA,NA,NA,LOCAL,NA,NA,1800,G,NA,NA,NA,6/4/88
2003,LOCAL,0,0,Riverside,2/23/03,NA,NA,NA,South,NA,NA,NA,NA,LOC,NA,NA,12000,A,Debris Burning,NA,NA,2/23/03
2003,LOCAL,0,0,Riverside,7/22/03,NA,NA,NA,South,NA,NA,NA,NA,LOC,NA,NA,2020,G,Undetermined,NA,NA,7/22/03
2009,LOCKHEED,0,13,Santa Cruz,8/12/09,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,7817,NA,BT,Undetermined,0,0,8/23/09
2003,LOCUST,2,1,Riverside,8/18/03,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,1898,NA,G,Equipment use,NA,NA,8/20/03
2014,LODGE COMPLEX,0,0,NA,7/30/14,MEU-7202,Mendocino,NA,NA,NA,NA,NA,NA,CDF,NA,12535,NA,TB,Lightning,0,0,9/21/14
1997,LOGAN,0,0,Los Padres NP/SLU,8/5/97,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,50000,NA,Under investigation,0,0,8/11/97
2016,LOMA,1,28,NA,9/26/16,SCU-6912,Santa Clara,NA,NA,NA,NA,NA,NA,CDF,NA,4474,NA,BT,Undetermined,0,0,11/8/16
2009,LOMA,0,0,Santa Cruz,10/25/09,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,485,NA,TB,Undetermined,0,0,10/27/09
2011,LONG,0,8,NA,9/12/11,ENF-021563,El Dorado,NA,NA,NA,NA,NA,NA,USFS,NA,NA,483,T,Lightning,0,0,11/11/11
2008,LONG,0,0,Butte,10/23/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,420,NA,T,Lightning,0,0,10/23/08
1990,LONG GULCH,0,0,Santa Clara,7/14/90,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,2100,NA,GWB,Misc,NA,NA,7/17/90
2017,LONG VALLEY,3,8,NA,7/11/17,NOD-30366,Lassen,NA,NA,NA,NA,NA,NA,BLM,NA,NA,83733,BG,Undetermined,0,0,7/25/17
1990,LONG VALLEY,0,0,Shasta-Trinity,8/10/90,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,110,490,TWB,Lightning,NA,NA,8/15/90
1987,LONGWOOD,0,0,NA,8/30/87,NA,Del Norte,NA,NA,NA,Six Rivers,NA,NA,USFS,NA,NA,4000,NA,Lightning,0,NA,9/5/87
2014,LOOP,0,0,NA,6/30/14,FHL-1818,Monterey,NA,NA,NA,NA,NA,NA,MIL,NA,NA,500,BG,Undetermined,0,0,6/30/14
1995,LOPEZ/KERN CO #8,1,4,Tulare,7/30/95,NA,NA,NA,South,NA,NA,NA,NA,CC,NA,NA,1985,W,Lightning,0,0,8/1/95
1984,LOS FLORES,0,0,San Bernardino,5/30/84,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,316,NA,B,Lightning,NA,NA,5/30/84
1985,LOS GATOS SERIES,0,0,Fresno-Kings,7/6/85,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,27562,NA,WBG,Lightning,NA,NA,7/17/85
1999,LOST,0,0,San Diego,10/26/99,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,317,NA,B,Undetermined,0,0,10/27/99
1987,LOST,0,0,NA,8/31/87,NA,Shasta,NA,NA,NA,Lassen,NA,NA,USFS,NA,NA,23000,NA,Lightning,0,NA,9/6/87
2009,LOST HORSE,0,0,NA,5/24/09,JTP-7519,Riverside,NA,NA,NA,NA,NA,NA,NPS,NA,NA,450,G,Misc,0,0,6/2/09
1995,LOST LAKE,0,0,Riverside,6/23/95,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,2000,B,NA,0,0,6/24/95
2008,LOST PIPE LIGHTNING,0,0,Mendocino,7/4/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,1200,NA,T,Lightning,0,0,7/10/08
2002,LOUISIANA,0,0,San Bernardino,6/26/02,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,6574,NA,NA,NA,NA,6/30/02
2008,LOW GAP 1 LIGHTNING,0,0,Mendocino,7/4/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,1700,NA,BG,Unidentified,0,0,7/15/08
1999,LOWDEN,23,23,Shasta-Trinity,7/2/99,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,2000,NA,T,VMP Burn,0,0,7/5/99
2015,LOWELL,1,3,NA,7/25/15,NEU-17851,Nevada,NA,NA,NA,NA,NA,NA,CDF,NA,2304,NA,TG,Undetermined,0,0,8/12/15
1984,LOWERY,0,1,Tehama-Glenn,7/12/84,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,2645,NA,WBG,Campfire,NA,NA,7/13/84
1985,LOWES,0,0,San Benito-Monterey,7/2/85,NA,NA,NA,V,NA,NA,NA,NA,CDF,NA,2670,NA,WBGA,Equipment use,NA,NA,7/4/85
1988,LPF #807,0,0,San Luis Obispo,7/17/88,NA,NA,NA,III,NA,NA,NA,NA,USFS,NA,NA,5053,B,Campfire,NA,NA,NA
1999,LPF ASST #7 (KIRK),0,0,Los Padres NF (BEU),9/9/99,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,86700,NA,Lightning,NA,NA,9/9/99
1979,LTNG. STRIKE #2,0,0,Tuolumne-Calaveras,9/24/79,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,425,0,B,Lightning,NA,NA,9/27/79
1994,LUCAS COMPLEX,0,40,Sequoia NF,1/5/00,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,8464,NA,Lightning,0,0,NA
1987,LUCY,0,0,NA,8/30/87,NA,Trinity,NA,NA,NA,Shasta-Trinity,NA,NA,USFS,NA,NA,950,NA,Lightning,0,NA,9/9/87
2015,LUMPKIN,0,0,NA,9/11/15,BTU-13363,Butte,NA,NA,NA,NA,NA,NA,CDF,NA,1040,NA,TB,Arson,0,0,9/21/15
2008,LYNCH,0,0,Butte,6/21/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,800,NA,T,Lightning,0,0,6/21/08
1984,LYTLE,0,0,San Bernardino,5/28/84,NA,NA,NA,VI,NA,NA,NA,NA,USFS,NA,NA,2100,B,BA,NA,NA,5/30/84
1996,MACK,0,0,Riverside,5/5/96,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,350,NA,B,Equipment Use,0,0,5/6/96
2008,MAD COMPLEX,0,0,NA,6/20/08,SRF-1120,Humboldt,Trinity,NA,NA,NA,NA,NA,USFS,NA,NA,3705,TBG,Lightning,0,0,7/21/08
2015,MAD RIVER COMPLEX,0,4,NA,7/30/15,SRF-1433,Trinity,NA,NA,NA,NA,NA,NA,USFS,NA,NA,37462,T,Lightning,0,0,9/3/15
1979,MAGGINI,0,0,San Benito-Monterey,7/3/79,NA,NA,NA,V,NA,NA,NA,NA,CDF,NA,580,0,WBG,Equipment use,NA,NA,7/3/79
1985,MAGIC,0,0,Lake-Napa,7/10/85,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,357,NA,WBG,Equipment use,NA,NA,7/11/85
1992,MAIDU,100,10,Butte,9/22/92,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,675,NA,W,Undetermined,0,0,9/23/92
2008,MALLO-B LIGHTNING,0,0,Mendocino,6/21/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,4466,NA,T,Lightning,0,0,7/17/08
2011,MAMMOTH,0,0,NA,7/15/11,MDF-00049,Modoc,NA,NA,NA,NA,NA,NA,USFS,NA,NA,1194,G,Railroad,0,0,9/5/11
2009,MAMMOTH,0,0,Placer,7/16/09,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,650,NA,G,Undetermined,0,0,7/18/09
1980,MANN,0,0,Humboldt-Del Norte,8/2/80,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,950,0,TBG,Smoking,NA,NA,8/2/80
2000,MANTER,1,15,Tulare,7/24/00,NA,NA,NA,Sierra,NA,NA,NA,NA,USFS,NA,NA,74439,NA,Under investigation,0,0,8/9/00
1998,MANTON,0,0,Tehama-Glenn,8/1/98,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,2100,NA,W,Vehicle,0,0,8/2/98
2005,MANTON,1,29,Tehama-Glenn,8/26/05,NA,NA,NA,Cascade,NA,NA,NA,NA,CDF,NA,1830,NA,B,Vehicle,NA,NA,8/29/05
1998,MANTON #3,0,0,Tehama-Glenn,8/1/98,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,352,NA,B,Vehicle,0,0,8/1/98
1996,MANUAL,0,0,Tuolumne-Calaveras,8/12/96,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,325,NA,T,Lightning,0,0,8/13/96
2017,MANZANITA,0,0,NA,6/26/17,RRU-78840,Riverside,NA,NA,NA,NA,NA,NA,CDF,NA,6309,NA,BG,Vehicle,0,0,6/30/17
1992,MANZANITA,0,1,San Diego,7/19/92,NA,NA,NA,III,NA,NA,NA,NA,USFS/BIA,NA,821,NA,B,Undetermined,0,0,7/20/92
2017,MARBLE,0,0,NA,7/19/17,SRF-703,Siskiyou,NA,NA,NA,NA,NA,NA,USFS,NA,NA,319,T,Undetermined,0,0,7/28/17
1983,MARCH #2,0,0,Lake-Napa,9/11/83,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,600,0,B,Debris,NA,NA,9/12/83
2008,MAREK,9,65,NA,10/12/08,ANF-3833,Los Angeles,NA,NA,NA,NA,NA,NA,USFS,NA,NA,4824,B,Misc,0,0,10/16/08
1997,MARGARITA,1,1,San Diego,9/4/97,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,1141,NA,GAB,Arson,0,0,9/7/97
2016,MARINA,0,1,NA,6/24/16,INF-992,Mono,NA,NA,NA,NA,NA,NA,USFS,NA,NA,654,BT,Undetermined,0,0,7/4/16
1984,MARIPOSA,0,0,San Bernardino,8/27/84,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,280,60,B,Arson,NA,NA,8/27/84
1993,MARRE,0,0,Los Padres NF,9/26/93,NA,NA,NA,III,NA,NA,NA,NA,USFS,NA,3400,27100,NA,Smoking,0,0,NA
1983,MARRON,0,0,San Diego,8/6/83,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,300,0,B,Lightning,NA,NA,8/7/83
1995,MARRON #4,0,0,San Diego,7/11/95,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,645,NA,BA,Arson,0,0,7/11/95
2016,MARSHES,0,0,NA,9/26/16,TCU-10403,Tuolumne,NA,NA,NA,NA,NA,NA,CDF,NA,1080,NA,BGT,Vehicle,0,0,10/4/16
2017,MART,0,0,NA,6/27/17,BDF-9802,San Bernardino,NA,NA,NA,NA,NA,NA,USFS,NA,NA,670,BG,Undetermined,0,0,7/1/17
2008,MARTIN FIRE,0,14,San Mateo-Santa Cruz,6/11/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,520,NA,TG,Campfire,0,0,6/30/08
1992,MARTIN SERIES,0,1,Humboldt-Del Norte,9/19/92,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,1453,NA,TB,Arson,0,0,9/22/92
2001,MARTIS,0,5,Nevada,6/17/01,NA,NA,NA,Cascade,NA,NA,NA,NA,CDF/USFS,NA,5600,8900,T,Campfire,0,0,7/1/01
2006,MARYSVILLE,0,1,Nevada-Yuba-Placer,8/16/06,NA,NA,NA,Cascade,NA,NA,NA,NA,CDF,NA,388,0,TB,Equipment use,NA,NA,8/17/06
1988,MASON,0,5,Tuolumne-Calaveras,7/19/88,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,4072,NA,TWBG,Arson,NA,NA,7/22/88
2004,MATAGUAY,0,3,San Diego,7/13/04,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,8649,NA,GB,Arson,NA,NA,7/15/04
1983,MATILIJA,0,0,Los Padres NF,7/9/83,NA,NA,NA,VI,NA,NA,NA,NA,USFS,NA,0,4600,B,NA,NA,NA,7/15/83
1994,MATTHEW,0,0,Riverside,6/27/94,NA,NA,NA,South,NA,NA,NA,NA,BIA,NA,NA,350,B,Debris,0,0,6/29/94
1990,MATTOLE #2,0,0,Humboldt-Del Norte,8/8/90,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,5000,NA,T,Lightning,NA,NA,8/24/90
1995,MAYWOOD FIRE,0,0,Riverside,7/30/95,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,1100,NA,B,Undetermined,0,0,8/1/95
2015,MCCABE,0,0,NA,7/18/15,MMU-13970,Merced,NA,NA,NA,NA,NA,NA,CDF,NA,1600,NA,G,Lightning,0,0,7/22/15
2013,MCCABE,0,1,NA,11/22/13,LNU-10188,Sonoma,NA,NA,NA,NA,NA,NA,CDF,NA,3505,NA,G,Electrical power,0,0,11/28/13
2017,MCCOURTNEY (NEU WIND COMPLEX),2,13,NA,10/8/17,NEU-26279,Nevada,NA,NA,NA,NA,NA,NA,CDF,NA,76,NA,BT,Electrical power,0,0,10/21/17
2010,MCDONALD,0,0,NA,7/27/10,NOD-3688,Lassen,NA,NA,NA,NA,NA,NA,USFS,NA,NA,9408,BG,Lightning,0,0,8/10/10
1999,MCHOUGH COMPLEX,0,0,Plumas NF,8/24/99,NA,NA,NA,Coast,NA,NA,NA,NA,USFS,NA,NA,34175,NA,NA,NA,NA,NA
2010,MCKINLEY,0,0,NA,5/20/10,RRU-044545,Riverside,NA,NA,NA,NA,NA,NA,CALFIRE,NA,1000,NA,G,Equipment use,0,0,5/22/10
1983,MCKINLEY,0,0,Riverside,7/18/83,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,1612,0,G,Playing with fire,NA,NA,7/18/83
2001,MCLAUGHLIN,0,0,Inyo NF,7/2/01,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,2900,NA,Lightning,0,0,7/5/01
2002,MCNALLY,0,0,Tulare,7/21/02,NA,NA,NA,Sierra,NA,NA,NA,NA,USFS,NA,NA,150696,NA,NA,NA,NA,7/21/02
2014,MEADOW,0,0,NA,8/15/14,YNP-101,Mariposa,NA,NA,NA,NA,NA,NA,NPS,NA,NA,4772,TB,Undetermined,0,0,9/29/14
2016,MEADOW,0,0,NA,10/29/16,SQF-3456,Tulare,NA,NA,NA,NA,NA,NA,USFS,NA,NA,4347,BT,Lightning,0,0,11/22/16
1981,MEISS,0,0,Amador-El Dorado,6/14/81,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,13200,0,WBG,Misc,NA,NA,6/14/81
2004,MELTON,0,20,Riverside,7/17/04,NA,NA,NA,South,NA,NA,NA,NA,OTHER,NA,NA,3667,B,Misc,NA,NA,7/20/04
1987,MENDENHALL,0,0,NA,8/31/87,NA,Mendocino,NA,NA,NA,Mendocino,NA,NA,USFS,NA,NA,60655,NA,Lightning,0,NA,9/11/87
1987,MERCED FALLS,0,0,NA,6/25/87,NA,Mariposa,NA,NA,NA,NA,NA,NA,CDF,NA,300,NA,NA,Misc,0,NA,6/26/87
1996,MERCY,0,0,Madera-Mariposa,6/18/96,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,16820,NA,G,Vehicle,0,0,6/19/96
1998,MERCY,0,0,Madera-Mariposa-Merced,7/10/98,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,4800,NA,G,Misc,0,0,7/11/98
2008,MERGED WITH YOLLA BOLLY COMPLEX,0,2,NA,6/21/08,MNF-579,Lake,Mendocino,NA,NA,NA,NA,NA,USFS,NA,NA,3000,BGWT,Lightning,0,0,6/29/08
2015,MERIDIAN,0,0,NA,10/3/15,BTU-14554,Butte,NA,NA,NA,NA,NA,NA,CDF,NA,860,NA,G,Equipment use,0,0,10/4/15
2007,MERIDIAN AV LUCERNE_VALL,0,0,NA,7/5/07,NA,NA,NA,San Bernardino,NA,NA,NA,NA,NA,NA,467,0,B,Lightning,0,0,7/6/07
2011,METZ,0,0,NA,5/12/11,BDU-001593,Monterey,NA,NA,NA,NA,NA,NA,CDF,NA,832,NA,G,Other,0,0,5/14/11
2016,METZ,0,0,NA,5/22/16,BEU-2369,Monterey,NA,NA,NA,NA,NA,NA,CDF,NA,3876,NA,BG,Debris Burning,0,0,5/25/16
2016,METZ,0,0,NA,5/22/16,BEU-2369,Monterey,NA,NA,NA,NA,NA,NA,CDF,NA,3876,NA,BG,Debris Burning,0,0,5/25/16
1997,METZ #4,0,0,San Benito-Monterey,5/18/97,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,1900,NA,G,Undetermined,0,0,5/18/97
2010,METZEN,0,1,NA,5/15/10,KRN-1013254,Kern,NA,NA,NA,NA,NA,NA,CALFIRE,CC,360,NA,G,Other,0,0,5/15/10
2017,MIAS,0,0,NA,8/14/17,RRU-100591,Riverside,NA,NA,NA,NA,NA,NA,CDF,NA,600,NA,BG,Electrical power,0,0,8/18/17
1980,MICHIGAN BAR,0,0,Amador-El Dorado,7/29/80,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,755,0,BG,Misc,NA,NA,7/30/80
1998,MIDDLE,0,0,Lake-Napa,8/29/98,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,6600,NA,BGW,Undetermined,0,0,9/2/98
1987,MIDDLE,0,0,NA,9/5/87,NA,Kern,NA,NA,NA,NA,NA,NA,CC,NA,NA,1500,NA,Lightning,0,NA,9/10/87
1988,MIDDLE FORK,0,0,Tuolumne-Calaveras,12/14/88,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,442,NA,T,Debris,NA,NA,NA
2006,MIDWAY,3,0,Santa Clara,7/11/06,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,6400,0,A,Equipment use,NA,NA,1/1/06
2014,MIGUELITO,0,0,NA,5/13/14,SBC-5573,Santa Barbara,NA,NA,NA,NA,NA,NA,Local,NA,NA,632,B,Undetermined,0,0,5/16/14
2012,MILL,0,0,NA,8/13/12,BTU-8116,Tehama,NA,NA,NA,NA,NA,NA,CDF,NA,1641,NA,TG,Arson,0,0,8/23/12
2012,MILL,0,5,NA,7/7/12,MNF-1109,Colusa,NA,NA,NA,NA,NA,NA,USFS,NA,NA,29502,TB,Unidentified,0,0,7/18/12
2013,MILL,3,0,NA,6/28/13,BDU-7912,San Bernardino,NA,NA,NA,NA,NA,NA,CDF,NA,534,NA,BG,Human,0,0,7/2/13
2008,MILL COMPLEX,0,0,NA,6/22/08,LNF-2781,Tehama,NA,NA,NA,NA,NA,NA,USFS,NA,NA,2100,TG,Lightning,0,0,6/29/08
1993,MILL CREEK,2,6,San Bernardino,10/27/93,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,4680,NA,B,Powerlines,0,0,10/28/93
2008,MILL CREEK,0,0,Tehama-Glenn,6/24/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,13580,NA,G,Lightning,0,0,7/1/08
1984,MILL CREEK,0,0,Tehama-Glenn,7/28/84,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,4020,NA,W,Smoking,NA,NA,7/30/84
1985,MILLER,0,3,San Diego,6/30/85,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,8000,NA,B,Debris,NA,NA,7/1/85
1988,MILLER,0,7,Lake-Napa,9/17/88,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,38600,NA,WBGA,Arson,NA,NA,9/23/88
1985,MILLER,0,0,Lake-Napa,8/31/85,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,2080,NA,WG,Arson,NA,NA,9/2/85
2017,MILLER COMPLEX,0,0,NA,8/14/17,RSF-647,Jackson (OR),NA,NA,NA,NA,NA,NA,USFS,NA,NA,39716,T,Undetermined,0,0,11/30/17
1997,MILLSTREAM,0,1,Madera-Mariposa,7/5/97,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,325,NA,NA,Smoking,0,0,7/5/97
2005,MILLWOOD,0,0,Tulare,7/7/05,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,2600,NA,W,Arson,NA,NA,7/7/05
2011,MILTON,0,0,NA,9/9/11,TCU-007982,San Joaquin,NA,NA,NA,NA,NA,NA,CDF,NA,1122,NA,G,Lightning,0,0,9/11/11
2011,MIN,0,0,NA,9/17/11,ANF-0004969,Los Angeles,NA,NA,NA,NA,NA,NA,USFS,NA,NA,634,B,Campfire,0,0,9/30/11
1989,MINDY,0,0,Riverside,6/16/89,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,520,NA,B,Equipment use,NA,NA,6/16/89
1986,MINE,0,0,San Diego,9/4/86,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,950,NA,B,Arson,NA,NA,9/5/86
2003,MINE,0,0,San Diego,10/26/03,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,46000,NA,B,Undetermined,NA,NA,10/28/03
2016,MINERAL,0,2,NA,8/8/16,FKU-11358,Fresno,NA,NA,NA,NA,NA,NA,CDF,NA,7050,NA,BG,Arson,0,0,8/19/16
2017,MINERVA 5,0,0,NA,7/29/17,PNF-1043,Plumas,NA,NA,NA,NA,NA,NA,USFS,NA,NA,4310,T,Undetermined,0,0,8/16/17
2017,MING,0,0,NA,5/20/17,KRN-18713,Kern,NA,NA,NA,NA,NA,NA,CC,NA,NA,506,G,Undetermined,0,0,5/22/17
2013,MISSION,0,0,NA,8/22/13,FHL-2679,Monterey,NA,NA,NA,NA,NA,NA,USFS,NA,NA,4500,BG,Human,0,0,8/25/13
2017,MISSION,4,7,NA,9/3/17,MMU-18115,Madera,NA,NA,NA,NA,NA,NA,CDF,NA,1037,NA,BT,Electrical power,0,0,9/13/17
1980,MISSION CREEK,0,0,Riverside,7/28/80,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,1250,0,BG,Lightning,NA,NA,7/31/80
1999,MIXING,0,0,San Bernardino NF,8/28/99,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,3300,NA,Under investigation,NA,NA,9/1/99
2003,MNF 964 ASSIST,0,0,Sonoma-Lake-Napa,9/3/03,NA,NA,NA,Coast,NA,NA,NA,NA,OTHER,NA,NA,3500,W,Lightning,NA,NA,9/10/03
1996,MNF-334 ASSIST (FORK),0,40,Lake-Napa,8/11/96,NA,NA,NA,Coast,NA,NA,NA,NA,USFS,NA,7200,75780,W,Undetermined,0,0,8/25/96
1992,MOCCASIN,5,6,Tuolumne-Calaveras,8/1/92,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,8370,NA,TGWP,Campfire,0,0,8/4/92
2001,MODOC COMPLEX,0,0,Modoc,8/8/01,NA,NA,NA,Cascade,NA,NA,NA,NA,USFS,NA,NA,5367,NA,Lightning,NA,NA,8/8/01
2014,MODOC JULY COMPLEX,0,0,NA,7/1/14,MDF-344,Modoc,NA,NA,NA,NA,NA,NA,USFS,NA,NA,2566,B,Lightning,0,0,7/7/14
2017,MODOC JULY COMPLEX,0,0,NA,7/24/17,MDF-671,Modoc,NA,NA,NA,NA,NA,NA,USFS,NA,NA,83120,BGT,Undetermined,0,0,8/13/17
1984,MODOC N.F. 094,0,0,Lassen-Modoc,8/13/84,NA,NA,NA,II,NA,NA,NA,NA,USFS,NA,NA,4000,TB,Equipment use,NA,NA,8/16/84
1996,MODOC NF 707 (AMBROSE),0,0,Modoc NF (LMU),8/26/96,NA,NA,NA,Cascade,NA,NA,NA,NA,USFS,NA,NA,20412,NA,Lightning,NA,NA,8/28/96
2016,MOKELUMNE,0,0,NA,8/19/16,STF-2257,Alpine,NA,NA,NA,NA,NA,NA,USFS,NA,NA,655,BGT,Lightning,0,0,9/20/16
1989,MOLERA #2,0,0,San Benito-Monterey,7/8/89,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,3087,NA,B,Arson,NA,NA,7/14/89
2010,MONO,0,0,NA,7/26/10,INF-934,Mono,NA,NA,NA,NA,NA,NA,USFS,NA,NA,1205,B,Lightning,0,0,7/29/10
1980,MONROE,0,0,San Bernardino,4/11/80,NA,NA,NA,VI,NA,NA,NA,NA,USFS,NA,0,3000,B,Debris,NA,NA,4/14/80
1997,MONTANA,0,0,San Luis Obispo,11/1/97,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,375,NA,B,Campfire,0,0,11/2/97
2010,MONTE,0,0,NA,8/21/10,MVU-009309,San Diego,NA,NA,NA,NA,NA,NA,CALFIRE,NA,2000,NA,BGT,Misuse of Fire,0,0,8/23/10
2017,MONTEREY,0,0,NA,6/11/17,FKU-8044,Fresno,NA,NA,NA,NA,NA,NA,CDF,NA,450,NA,G,Shooting,0,0,6/11/17
1981,MONTEZUMA,0,0,San Diego,5/2/81,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,400,0,B,Arson,NA,NA,5/3/81
2008,MONTGOMERY FLAT LIGHTNING,0,0,Mendocino,7/4/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,3000,NA,T,Lightning,0,0,7/15/08
2014,MONTICELLO,0,0,NA,7/4/14,LNU-5465,Yolo,NA,NA,NA,NA,NA,NA,CDF,NA,6488,NA,G,Human,0,0,7/13/14
